condition_family,source_category,condition_kind,source_index,source_id,source_name,expected_cohort,target_category,status,row_count,url,raw_path,processed_path,error,expected_cohort_source,total_effective_votes,total_first_votes,filtered_entity_count,actual_entity_count,mean_votes,median_votes,official_filter_description
entity_vote,chara,any,1,1,博丽灵梦,2855,chara,available_crawled,156,https://touhou.vote/v5/?m=chara&type=simple&votetype=chara&voteid=1&votetrue=0,data_raw/cn_official_legacy/round_05/raw/advanced/entity/conditions/chara/any/source_0001/target_chara.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/entity/conditions/chara/any/source_0001/target_chara.json.gz,,official unfiltered simple ranking,,,,203,,,<b>在角色部门中投了 博丽灵梦</b>（本命票要求：否）
entity_vote,chara,any,1,1,博丽灵梦,2855,music,available_crawled,409,https://touhou.vote/v5/?m=music&type=simple&votetype=chara&voteid=1&votetrue=0,data_raw/cn_official_legacy/round_05/raw/advanced/entity/conditions/chara/any/source_0001/target_music.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/entity/conditions/chara/any/source_0001/target_music.json.gz,,official unfiltered simple ranking,,,,491,,,<b>在角色部门中投了 博丽灵梦</b>（本命票要求：否）
entity_vote,chara,first,1,1,博丽灵梦,660,chara,available_crawled,121,https://touhou.vote/v5/?m=chara&type=simple&votetype=chara&voteid=1&votetrue=1,data_raw/cn_official_legacy/round_05/raw/advanced/entity/conditions/chara/first/source_0001/target_chara.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/entity/conditions/chara/first/source_0001/target_chara.json.gz,,official unfiltered simple ranking,,,,203,,,<b>在角色部门中投了 博丽灵梦</b>（本命票要求：是）
entity_vote,chara,first,1,1,博丽灵梦,660,music,available_crawled,298,https://touhou.vote/v5/?m=music&type=simple&votetype=chara&voteid=1&votetrue=1,data_raw/cn_official_legacy/round_05/raw/advanced/entity/conditions/chara/first/source_0001/target_music.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/entity/conditions/chara/first/source_0001/target_music.json.gz,,official unfiltered simple ranking,,,,491,,,<b>在角色部门中投了 博丽灵梦</b>（本命票要求：是）
entity_vote,chara,any,2,2,雾雨魔理沙,1984,chara,available_crawled,148,https://touhou.vote/v5/?m=chara&type=simple&votetype=chara&voteid=2&votetrue=0,data_raw/cn_official_legacy/round_05/raw/advanced/entity/conditions/chara/any/source_0002/target_chara.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/entity/conditions/chara/any/source_0002/target_chara.json.gz,,official unfiltered simple ranking,,,,203,,,<b>在角色部门中投了 雾雨魔理沙</b>（本命票要求：否）
entity_vote,chara,any,2,2,雾雨魔理沙,1984,music,available_crawled,398,https://touhou.vote/v5/?m=music&type=simple&votetype=chara&voteid=2&votetrue=0,data_raw/cn_official_legacy/round_05/raw/advanced/entity/conditions/chara/any/source_0002/target_music.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/entity/conditions/chara/any/source_0002/target_music.json.gz,,official unfiltered simple ranking,,,,491,,,<b>在角色部门中投了 雾雨魔理沙</b>（本命票要求：否）
entity_vote,chara,first,2,2,雾雨魔理沙,345,chara,available_crawled,104,https://touhou.vote/v5/?m=chara&type=simple&votetype=chara&voteid=2&votetrue=1,data_raw/cn_official_legacy/round_05/raw/advanced/entity/conditions/chara/first/source_0002/target_chara.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/entity/conditions/chara/first/source_0002/target_chara.json.gz,,official unfiltered simple ranking,,,,203,,,<b>在角色部门中投了 雾雨魔理沙</b>（本命票要求：是）
entity_vote,chara,first,2,2,雾雨魔理沙,345,music,available_crawled,262,https://touhou.vote/v5/?m=music&type=simple&votetype=chara&voteid=2&votetrue=1,data_raw/cn_official_legacy/round_05/raw/advanced/entity/conditions/chara/first/source_0002/target_music.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/entity/conditions/chara/first/source_0002/target_music.json.gz,,official unfiltered simple ranking,,,,491,,,<b>在角色部门中投了 雾雨魔理沙</b>（本命票要求：是）
entity_vote,chara,any,3,3,露米娅,423,chara,available_crawled,113,https://touhou.vote/v5/?m=chara&type=simple&votetype=chara&voteid=3&votetrue=0,data_raw/cn_official_legacy/round_05/raw/advanced/entity/conditions/chara/any/source_0003/target_chara.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/entity/conditions/chara/any/source_0003/target_chara.json.gz,,official unfiltered simple ranking,,,,203,,,<b>在角色部门中投了 露米娅</b>（本命票要求：否）
entity_vote,chara,any,3,3,露米娅,423,music,available_crawled,291,https://touhou.vote/v5/?m=music&type=simple&votetype=chara&voteid=3&votetrue=0,data_raw/cn_official_legacy/round_05/raw/advanced/entity/conditions/chara/any/source_0003/target_music.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/entity/conditions/chara/any/source_0003/target_music.json.gz,,official unfiltered simple ranking,,,,491,,,<b>在角色部门中投了 露米娅</b>（本命票要求：否）
