source,table_index,table_heading,table_id,row_index,cell_index,cell_type,text,number,percent,numeric_tokens
data_raw/cn_official_legacy/round_02/raw/pages/paper/index.html,0,调查问卷,,0,0,td,本页面为人气投票问卷结果统计页，点击这里返回首页。 总有效问卷数7469,,,[]
data_raw/cn_official_legacy/round_02/raw/pages/paper/index.html,1,投票群相关,stable,0,0,th,性别,,,[]
data_raw/cn_official_legacy/round_02/raw/pages/paper/index.html,1,投票群相关,stable,1,0,td,男性：,,,[]
data_raw/cn_official_legacy/round_02/raw/pages/paper/index.html,1,投票群相关,stable,1,1,td,5367票，占71.86%,,71.86,[5367]
data_raw/cn_official_legacy/round_02/raw/pages/paper/index.html,1,投票群相关,stable,2,0,td,女性：,,,[]
data_raw/cn_official_legacy/round_02/raw/pages/paper/index.html,1,投票群相关,stable,2,1,td,2102票，占28.14%,,28.14,[2102]
data_raw/cn_official_legacy/round_02/raw/pages/paper/index.html,1,投票群相关,stable,3,0,td,+ 图表,,,[]
data_raw/cn_official_legacy/round_02/raw/pages/paper/index.html,2,投票群相关,stable,0,0,th,年龄阶段,,,[]
data_raw/cn_official_legacy/round_02/raw/pages/paper/index.html,2,投票群相关,stable,1,0,td,15-19岁：,,,"[15, 19]"
data_raw/cn_official_legacy/round_02/raw/pages/paper/index.html,2,投票群相关,stable,1,1,td,3760票，占50.34%,,50.34,[3760]
data_raw/cn_official_legacy/round_02/raw/pages/paper/index.html,2,投票群相关,stable,2,0,td,20-24岁：,,,"[20, 24]"
data_raw/cn_official_legacy/round_02/raw/pages/paper/index.html,2,投票群相关,stable,2,1,td,2524票，占33.79%,,33.79,[2524]
data_raw/cn_official_legacy/round_02/raw/pages/paper/index.html,2,投票群相关,stable,3,0,td,10-14岁：,,,"[10, 14]"
data_raw/cn_official_legacy/round_02/raw/pages/paper/index.html,2,投票群相关,stable,3,1,td,767票，占10.27%,,10.27,[767]
data_raw/cn_official_legacy/round_02/raw/pages/paper/index.html,2,投票群相关,stable,4,0,td,25-29岁：,,,"[25, 29]"
data_raw/cn_official_legacy/round_02/raw/pages/paper/index.html,2,投票群相关,stable,4,1,td,366票，占4.9%,,4.9,[366]
data_raw/cn_official_legacy/round_02/raw/pages/paper/index.html,2,投票群相关,stable,5,0,td,30-40岁：,,,"[30, 40]"
data_raw/cn_official_legacy/round_02/raw/pages/paper/index.html,2,投票群相关,stable,5,1,td,31票，占0.42%,,0.42,[31]
data_raw/cn_official_legacy/round_02/raw/pages/paper/index.html,2,投票群相关,stable,6,0,td,未满10岁：,,,[]
data_raw/cn_official_legacy/round_02/raw/pages/paper/index.html,2,投票群相关,stable,6,1,td,16票，占0.21%,,0.21,[16]
