condition_family,question_index,question_group,question,question_token,answer_index,answer_id,answer,expected_cohort,target_category,status,row_count,url,raw_path,processed_path,error,expected_cohort_source,total_effective_votes,total_first_votes,filtered_entity_count,actual_entity_count,mean_votes,median_votes,official_filter_description
questionnaire_answer,1,1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,1,1,男性,6216,chara,available_crawled,191,https://touhou.vote/v6/?m=chara&type=simple&quest=9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c&item=1,data_raw/cn_official_legacy/round_06/raw/advanced/questionnaire/conditions/q_001/a_001/target_chara.html.gz,data_raw/cn_official_legacy/round_06/processed/advanced/questionnaire/conditions/q_001/a_001/target_chara.json.gz,,official aggregate questionnaire APIs,,,,215,,,<b>您的性别→男性</b>
questionnaire_answer,1,1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,1,1,男性,6216,music,available_crawled,480,https://touhou.vote/v6/?m=music&type=simple&quest=9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c&item=1,data_raw/cn_official_legacy/round_06/raw/advanced/questionnaire/conditions/q_001/a_001/target_music.html.gz,data_raw/cn_official_legacy/round_06/processed/advanced/questionnaire/conditions/q_001/a_001/target_music.json.gz,,official aggregate questionnaire APIs,,,,518,,,<b>您的性别→男性</b>
questionnaire_answer,1,1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,2,2,女性,1538,chara,available_crawled,159,https://touhou.vote/v6/?m=chara&type=simple&quest=9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c&item=2,data_raw/cn_official_legacy/round_06/raw/advanced/questionnaire/conditions/q_001/a_002/target_chara.html.gz,data_raw/cn_official_legacy/round_06/processed/advanced/questionnaire/conditions/q_001/a_002/target_chara.json.gz,,official aggregate questionnaire APIs,,,,215,,,<b>您的性别→女性</b>
questionnaire_answer,1,1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,2,2,女性,1538,music,available_crawled,432,https://touhou.vote/v6/?m=music&type=simple&quest=9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c&item=2,data_raw/cn_official_legacy/round_06/raw/advanced/questionnaire/conditions/q_001/a_002/target_music.html.gz,data_raw/cn_official_legacy/round_06/processed/advanced/questionnaire/conditions/q_001/a_002/target_music.json.gz,,official aggregate questionnaire APIs,,,,518,,,<b>您的性别→女性</b>
questionnaire_answer,2,1,您的年龄阶段,2d3f1fec929088b7e092bb901ab5LidwhSl81ab5,1,1,未满10岁,8,chara,available_crawled,34,https://touhou.vote/v6/?m=chara&type=simple&quest=2d3f1fec929088b7e092bb901ab5LidwhSl81ab5&item=1,data_raw/cn_official_legacy/round_06/raw/advanced/questionnaire/conditions/q_002/a_001/target_chara.html.gz,data_raw/cn_official_legacy/round_06/processed/advanced/questionnaire/conditions/q_002/a_001/target_chara.json.gz,,official aggregate questionnaire APIs,,,,215,,,<b>您的年龄阶段→未满10岁</b>
questionnaire_answer,2,1,您的年龄阶段,2d3f1fec929088b7e092bb901ab5LidwhSl81ab5,1,1,未满10岁,8,music,available_crawled,43,https://touhou.vote/v6/?m=music&type=simple&quest=2d3f1fec929088b7e092bb901ab5LidwhSl81ab5&item=1,data_raw/cn_official_legacy/round_06/raw/advanced/questionnaire/conditions/q_002/a_001/target_music.html.gz,data_raw/cn_official_legacy/round_06/processed/advanced/questionnaire/conditions/q_002/a_001/target_music.json.gz,,official aggregate questionnaire APIs,,,,518,,,<b>您的年龄阶段→未满10岁</b>
questionnaire_answer,2,1,您的年龄阶段,2d3f1fec929088b7e092bb901ab5LidwhSl81ab5,2,2,10-14岁,471,chara,available_crawled,142,https://touhou.vote/v6/?m=chara&type=simple&quest=2d3f1fec929088b7e092bb901ab5LidwhSl81ab5&item=2,data_raw/cn_official_legacy/round_06/raw/advanced/questionnaire/conditions/q_002/a_002/target_chara.html.gz,data_raw/cn_official_legacy/round_06/processed/advanced/questionnaire/conditions/q_002/a_002/target_chara.json.gz,,official aggregate questionnaire APIs,,,,215,,,<b>您的年龄阶段→10-14岁</b>
questionnaire_answer,2,1,您的年龄阶段,2d3f1fec929088b7e092bb901ab5LidwhSl81ab5,2,2,10-14岁,471,music,available_crawled,322,https://touhou.vote/v6/?m=music&type=simple&quest=2d3f1fec929088b7e092bb901ab5LidwhSl81ab5&item=2,data_raw/cn_official_legacy/round_06/raw/advanced/questionnaire/conditions/q_002/a_002/target_music.html.gz,data_raw/cn_official_legacy/round_06/processed/advanced/questionnaire/conditions/q_002/a_002/target_music.json.gz,,official aggregate questionnaire APIs,,,,518,,,<b>您的年龄阶段→10-14岁</b>
questionnaire_answer,2,1,您的年龄阶段,2d3f1fec929088b7e092bb901ab5LidwhSl81ab5,3,3,15-19岁,4545,chara,available_crawled,186,https://touhou.vote/v6/?m=chara&type=simple&quest=2d3f1fec929088b7e092bb901ab5LidwhSl81ab5&item=3,data_raw/cn_official_legacy/round_06/raw/advanced/questionnaire/conditions/q_002/a_003/target_chara.html.gz,data_raw/cn_official_legacy/round_06/processed/advanced/questionnaire/conditions/q_002/a_003/target_chara.json.gz,,official aggregate questionnaire APIs,,,,215,,,<b>您的年龄阶段→15-19岁</b>
questionnaire_answer,2,1,您的年龄阶段,2d3f1fec929088b7e092bb901ab5LidwhSl81ab5,3,3,15-19岁,4545,music,available_crawled,471,https://touhou.vote/v6/?m=music&type=simple&quest=2d3f1fec929088b7e092bb901ab5LidwhSl81ab5&item=3,data_raw/cn_official_legacy/round_06/raw/advanced/questionnaire/conditions/q_002/a_003/target_music.html.gz,data_raw/cn_official_legacy/round_06/processed/advanced/questionnaire/conditions/q_002/a_003/target_music.json.gz,,official aggregate questionnaire APIs,,,,518,,,<b>您的年龄阶段→15-19岁</b>
questionnaire_answer,2,1,您的年龄阶段,2d3f1fec929088b7e092bb901ab5LidwhSl81ab5,4,4,20-24岁,2324,chara,available_crawled,160,https://touhou.vote/v6/?m=chara&type=simple&quest=2d3f1fec929088b7e092bb901ab5LidwhSl81ab5&item=4,data_raw/cn_official_legacy/round_06/raw/advanced/questionnaire/conditions/q_002/a_004/target_chara.html.gz,data_raw/cn_official_legacy/round_06/processed/advanced/questionnaire/conditions/q_002/a_004/target_chara.json.gz,,official aggregate questionnaire APIs,,,,215,,,<b>您的年龄阶段→20-24岁</b>
questionnaire_answer,2,1,您的年龄阶段,2d3f1fec929088b7e092bb901ab5LidwhSl81ab5,4,4,20-24岁,2324,music,available_crawled,429,https://touhou.vote/v6/?m=music&type=simple&quest=2d3f1fec929088b7e092bb901ab5LidwhSl81ab5&item=4,data_raw/cn_official_legacy/round_06/raw/advanced/questionnaire/conditions/q_002/a_004/target_music.html.gz,data_raw/cn_official_legacy/round_06/processed/advanced/questionnaire/conditions/q_002/a_004/target_music.json.gz,,official aggregate questionnaire APIs,,,,518,,,<b>您的年龄阶段→20-24岁</b>
