round,name_a,name_b,name_a_cn,name_b_cn,rank_a,rank_b,count_a,count_b,ballots,intersection_count,direction_a_to_b,direction_b_to_a,share,baseline_count,lift,excess_count,phi,asymmetry,anomaly,anomaly_difference,directions_found
20,博麗 霊夢,霧雨 魔理沙,博丽灵梦,雾雨魔理沙,1,2,17658,16188,56855,8455,0.47881979839166383,0.5223004694835681,0.14871163486061031,5027.661665640665,1.681696295870895,3427.338334359335,0.2886760844367607,-0.04348067109190429,false,0,2
20,フランドール・スカーレット,レミリア・スカーレット,芙兰朵露·斯卡蕾特,蕾米莉亚·斯卡蕾特,3,7,13601,11578,56855,6243,0.45901036688478786,0.5392122991881154,0.10980564594142996,2769.719074839504,2.2540192096419602,3473.280925160496,0.35559399848862444,-0.08020193230332756,false,0,2
20,フランドール・スカーレット,古明地 こいし,芙兰朵露·斯卡蕾特,古明地恋,3,4,13601,12939,56855,5741,0.42210131607970003,0.4436973490996213,0.10097616744349662,3095.3010113446485,1.8547469144223931,2645.6989886553515,0.2601649531334743,-0.021596033019921246,false,0,2
20,フランドール・スカーレット,霧雨 魔理沙,芙兰朵露·斯卡蕾特,雾雨魔理沙,3,2,13601,16188,56855,5218,0.38364826115726786,0.3223375339757845,0.09177732829126727,3872.5351859994726,1.34743772474033,1345.4648140005274,0.12292063203570466,0.06131072718148334,false,0,2
20,フランドール・スカーレット,博麗 霊夢,芙兰朵露·斯卡蕾特,博丽灵梦,3,1,13601,17658,56855,4922,0.3618851555032718,0.27874051421452034,0.08657110192595198,4224.192384135081,1.1651931428326265,697.8076158649192,0.06217397581649852,0.08314464128875149,false,0,2
20,十六夜 咲夜,博麗 霊夢,十六夜咲夜,博丽灵梦,6,1,11902,17658,56855,4901,0.41177953285162155,0.27755125155736776,0.08620174127165596,3696.5177381057074,1.3258424136526756,1204.4822618942926,0.11253369751469705,0.1342282812942538,false,0,2
20,十六夜 咲夜,霧雨 魔理沙,十六夜咲夜,雾雨魔理沙,6,2,11902,16188,56855,4841,0.4067383633002857,0.29904867803311097,0.0851464251165245,3388.7886025855246,1.4285340774300557,1452.2113974144754,0.13912062688622517,0.1076896852671747,false,0,2
20,古明地 こいし,古明地 さとり,古明地恋,古明地觉,4,8,12939,8616,56855,4519,0.349254192750599,0.5244893221912721,0.07948289508398558,1960.8200510069476,2.3046479954544226,2558.1799489930527,0.29928573446802503,-0.1752351294406731,false,0,2
20,フランドール・スカーレット,十六夜 咲夜,芙兰朵露·斯卡蕾特,十六夜咲夜,3,6,13601,11902,56855,4509,0.3315197411955003,0.3788438917828936,0.07930700905813033,2847.227191979597,1.5836460162720696,1661.7728080204029,0.16840401470033667,-0.04732415058739331,false,0,2
20,霧雨 魔理沙,魂魄 妖夢,雾雨魔理沙,魂魄妖梦,2,5,16188,11362,56855,4378,0.27044724487274524,0.38531948600598487,0.0770029021194266,3235.03748131211,1.35330734969547,1142.9625186878902,0.11139951650912791,-0.11487224113323963,false,0,2
20,レミリア・スカーレット,博麗 霊夢,蕾米莉亚·斯卡蕾特,博丽灵梦,7,1,11578,17658,56855,4372,0.37761271376749006,0.24759315890814362,0.07689737050391346,3595.889965702225,1.2158325315013392,776.1100342977752,0.07325532464435323,0.13001955485934644,false,0,2
20,レミリア・スカーレット,霧雨 魔理沙,蕾米莉亚·斯卡蕾特,雾雨魔理沙,7,2,11578,16188,56855,4315,0.37268958369321126,0.2665554731900173,0.07589482015653856,3296.5379298214757,1.3089489919000201,1018.4620701785243,0.09856898021524538,0.10613411050319393,false,0,2
20,レミリア・スカーレット,十六夜 咲夜,蕾米莉亚·斯卡蕾特,十六夜咲夜,7,6,11578,11902,56855,4232,0.36552081533943687,0.35557049235422616,0.07443496614194002,2423.733286430393,1.746066707790597,1808.266713569607,0.19412713468969536,0.009950322985210702,false,0,2
20,博麗 霊夢,魂魄 妖夢,博丽灵梦,魂魄妖梦,1,5,17658,11362,56855,4139,0.23439800656926038,0.3642844569618025,0.07279922610148623,3528.8047840999034,1.1729183826346856,610.1952159000966,0.05800168502001577,-0.12988645039254212,false,0,2
20,古明地 こいし,霧雨 魔理沙,古明地恋,雾雨魔理沙,4,2,12939,16188,56855,3940,0.3045057577865368,0.2433901655547319,0.06929909418696685,3684.047700290212,1.0694758375928806,255.9522997097879,0.023792949866547484,0.06111559223180493,false,0,2
20,十六夜 咲夜,魂魄 妖夢,十六夜咲夜,魂魄妖梦,6,5,11902,11362,56855,3782,0.31776172071920683,0.3328639324062665,0.06652009497845396,2378.5159440682437,1.5900671212366226,1403.4840559317563,0.1517354835663469,-0.015102211687059663,false,0,2
20,博麗 霊夢,古明地 こいし,博丽灵梦,古明地恋,1,4,17658,12939,56855,3756,0.2127081209650017,0.2902851843264549,0.06606279131123033,4018.5887257057425,0.9346564817578771,-262.5887257057425,-0.023805966831612662,-0.0775770633614532,false,0,2
20,レミリア・スカーレット,古明地 こいし,蕾米莉亚·斯卡蕾特,古明地恋,7,4,11578,12939,56855,3636,0.31404387631715325,0.281010897287271,0.06395215900096737,2634.908838272799,1.379933888864035,1001.0911617272009,0.1042857459876968,0.033032979029882226,false,0,2
20,フランドール・スカーレット,魂魄 妖夢,芙兰朵露·斯卡蕾特,魂魄妖梦,3,5,13601,11362,56855,3568,0.2623336519373575,0.3140292202077099,0.0627561340251517,2718.0469967461086,1.3127072505631459,849.9530032538914,0.08763252742352419,-0.05169556827035238,false,0,2
20,古明地 こいし,魂魄 妖夢,古明地恋,魂魄妖梦,4,5,12939,11362,56855,3113,0.2405904629414947,0.2739834536173209,0.05475331984873802,2585.7517896403133,1.2039051901547861,527.2482103596867,0.05531238085509799,-0.03339299067582621,false,0,2
20,レミリア・スカーレット,魂魄 妖夢,蕾米莉亚·斯卡蕾特,魂魄妖梦,7,5,11578,11362,56855,2902,0.25064778027293144,0.2554127794402394,0.05104212470319233,2313.767232433383,1.254231609524513,588.232767566617,0.06424844218474245,-0.004764999167307937,false,0,2
20,チルノ,博麗 霊夢,琪露诺,博丽灵梦,10,1,6824,17658,56855,2835,0.41544548651817115,0.16055045871559634,0.049863688329962186,2119.3948113622373,1.3376460038504145,715.6051886377627,0.08369622557711501,0.2548950278025748,false,0,2
20,レミリア・スカーレット,古明地 さとり,蕾米莉亚·斯卡蕾特,古明地觉,7,8,11578,8616,56855,2834,0.24477457246501985,0.32892293407613743,0.04984609972737666,1754.569483774514,1.6152110396354113,1079.430516225486,0.1314788110159241,-0.08414836161111758,false,0,2
20,チルノ,霧雨 魔理沙,琪露诺,雾雨魔理沙,10,2,6824,16188,56855,2799,0.41016998827667056,0.1729058561897702,0.0492304986368833,1942.9586140181164,1.440586526035959,856.0413859818836,0.1026612762149955,0.23726413208690036,false,0,2
20,十六夜 咲夜,古明地 こいし,十六夜咲夜,古明地恋,6,4,11902,12939,56855,2751,0.23113762392875148,0.21261303037329005,0.04838624571277812,2708.6444112215286,1.0156371905455726,42.35558877847143,0.004367453897587427,0.018524593555461433,false,0,2
20,フランドール・スカーレット,古明地 さとり,芙兰朵露·斯卡蕾特,古明地觉,3,8,13601,8616,56855,2708,0.19910300713182855,0.31429897864438255,0.04762993580160056,2061.141781725442,1.3138348967595301,646.8582182745581,0.07437504003807839,-0.11519597151255401,false,0,2
20,アリス・マーガトロイド,霧雨 魔理沙,爱丽丝·玛格特洛依德,雾雨魔理沙,12,2,6362,16188,56855,2484,0.3904432568374725,0.15344699777613047,0.04369008882244306,1811.4159880397503,1.3713029013772238,672.5840119602497,0.08315437771382223,0.23699625906134203,false,0,2
20,藤原 妹紅,霧雨 魔理沙,藤原妹红,雾雨魔理沙,9,2,7737,16188,56855,2438,0.31510921545818793,0.15060538670620213,0.042881013103508926,2202.911898689649,1.1067169783095672,235.0881013103508,0.026722372323541306,0.1645038287519858,false,0,2
20,博麗 霊夢,西行寺 幽々子,博丽灵梦,西行寺幽幽子,1,11,17658,6817,56855,2339,0.13246120738475478,0.34311280621974477,0.04113974144754199,2117.220754551051,1.104750175423241,221.77924544894904,0.02595050276766661,-0.21065159883499,false,0,2
20,博麗 霊夢,古明地 さとり,博丽灵梦,古明地觉,1,8,17658,8616,56855,2324,0.13161173405821724,0.26973073351903437,0.040875912408759124,2675.953355025943,0.8684755269127138,-351.953355025943,-0.03730822690214288,-0.13811899946081713,false,0,2
20,アリス・マーガトロイド,博麗 霊夢,爱丽丝·玛格特洛依德,博丽灵梦,12,1,6362,17658,56855,2299,0.36136435083307133,0.13019594518065467,0.04043619734412101,1975.9070618239382,1.1635162626919398,323.0929381760618,0.0389570927376318,0.23116840565241667,false,0,2
20,博麗 霊夢,東風谷 早苗,博丽灵梦,东风谷早苗,1,14,17658,5777,56855,2262,0.12810057764186206,0.39155270901852174,0.0397854190484566,1794.2180283176501,1.2607163479016907,467.7819716823499,0.058850051548509814,-0.2634521313766597,false,0,1
20,西行寺 幽々子,魂魄 妖夢,西行寺幽幽子,魂魄妖梦,11,5,6817,11362,56855,2247,0.329617133636497,0.1977644780848442,0.03952159000967373,1362.3208864655703,1.64939114001963,884.6791135344297,0.11978657254405055,0.13185265555165276,false,0,2
20,チルノ,フランドール・スカーレット,琪露诺,芙兰朵露·斯卡蕾特,10,3,6824,13601,56855,2192,0.3212192262602579,0.16116462024851114,0.03855421686746988,1632.454911617272,1.342762966622084,559.545088382728,0.07098491926092053,0.16005460601174676,false,0,2
20,博麗 霊夢,藤原 妹紅,博丽灵梦,藤原妹红,1,9,17658,7737,56855,2135,0.12090837014384415,0.27594674938606695,0.03755166652009498,2402.9539354498284,0.8884897743994131,-267.95393544982835,-0.029704688143888026,-0.1550383792422228,false,0,1
20,古明地 さとり,霧雨 魔理沙,古明地觉,雾雨魔理沙,8,2,8616,16188,56855,2125,0.24663416898792945,0.13127007659995057,0.03737578049423973,2453.18455720693,0.8662210080188243,-328.1845572069301,-0.035671152915466374,0.11536409238797887,false,0,2
20,西行寺 幽々子,霧雨 魔理沙,西行寺幽幽子,雾雨魔理沙,11,2,6817,16188,56855,2002,0.293677570778935,0.12367185569557697,0.03521238237622021,1940.965543927535,1.0314454093548524,61.03445607246499,0.007322838536129233,0.17000571508335804,false,0,1
20,八雲 紫,博麗 霊夢,八云紫,博丽灵梦,16,1,5260,17658,56855,1998,0.37984790874524715,0.11314984709480122,0.03514202796587811,1633.6484038343153,1.2230293833792631,364.35159616568467,0.047796433250141566,0.26669806165044596,false,0,1
20,古明地 こいし,秦 こころ,古明地恋,秦心,4,19,12939,4457,56855,1988,0.153644021949146,0.44603993717747364,0.034966141940022864,1014.319285902735,1.9599351285435709,973.680714097265,0.1519654340436828,-0.29239591522832764,false,0,2
20,博麗 霊夢,射命丸 文,博丽灵梦,射命丸文,1,13,17658,6154,56855,1950,0.11043153244988108,0.31686707832304195,0.03429777504177293,1911.306516577258,1.0202445202206676,38.69348342274202,0.004733935255328625,-0.20643554587316088,false,0,1
