source,table_index,table_heading,table_id,row_index,cell_index,cell_type,text,number,percent,numeric_tokens
data_raw/cn_official_legacy/round_07/raw/pages/chara/index.html,0,说明,list,0,0,th,总有效票数,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/index.html,0,说明,list,0,1,th,总本命票数,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/index.html,0,说明,list,0,2,th,参投角色总数,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/index.html,0,说明,list,0,3,th,本届投票结果,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/index.html,0,说明,list,0,4,th,上届对比结果,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/index.html,0,说明,list,1,0,td,6771,6771,,[6771]
data_raw/cn_official_legacy/round_07/raw/pages/chara/index.html,0,说明,list,1,1,td,6582,6582,,[6582]
data_raw/cn_official_legacy/round_07/raw/pages/chara/index.html,0,说明,list,1,2,td,218,218,,[218]
data_raw/cn_official_legacy/round_07/raw/pages/chara/index.html,0,说明,list,1,3,td,（本届的所有角色投票信息均整理在该页面）,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/index.html,0,说明,list,1,4,td,（与上一届的角色投票信息进行比对的页面）,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/index.html,0,说明,list,2,0,td,请点击上面的链接查看投票结果,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,0,th,id,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,1,th,所属作品,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,2,th,名次,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,3,th,第6回,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,4,th,第5回,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,5,th,角色名,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,6,th,票数,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,7,th,第6回,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,8,th,第5回,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,9,th,本命数,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,10,th,第6回,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,11,th,第5回,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,12,th,本命率,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,13,th,第6回,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,14,th,第5回,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,15,th,票数占比,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,16,th,第6回,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,17,th,第5回,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,18,th,本命占比,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,19,th,角色详情,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,0,th,id,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,1,th,所属作品,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,2,th,名次,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,3,th,角色名,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,4,th,日文名,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,5,th,票数,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,6,th,本命数,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,7,th,本命率,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,8,th,本命加权,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,9,th,票数占比,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,10,th,本命占比,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,11,th,男性数,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,12,th,男性比例,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,13,th,占总男性数,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,14,th,女性数,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,15,th,女性比例,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,16,th,占总女性数,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,17,th,角色详情,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/cp/index.html,0,说明,list,0,0,th,总有效票数,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/cp/index.html,0,说明,list,0,1,th,总本命票数,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/cp/index.html,0,说明,list,0,2,th,参投组合总数,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/cp/index.html,0,说明,list,0,3,th,本届投票结果,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/cp/index.html,0,说明,list,1,0,td,5340,5340,,[5340]
data_raw/cn_official_legacy/round_07/raw/pages/cp/index.html,0,说明,list,1,1,td,5032,5032,,[5032]
data_raw/cn_official_legacy/round_07/raw/pages/cp/index.html,0,说明,list,1,2,td,218,218,,[218]
data_raw/cn_official_legacy/round_07/raw/pages/cp/index.html,0,说明,list,1,3,td,（本届的所有组合投票信息均整理在该页面）,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/cp/index.html,0,说明,list,2,0,td,请点击上面的链接查看投票结果,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,0,th,id,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,1,th,名次,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,2,th,角色名A,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,3,th,角色名B,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,4,th,角色名C,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,5,th,票数,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,6,th,A主动率,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,7,th,B主动率,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,8,th,C主动率,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,9,th,无主动率,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,10,th,总数全局比,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,11,th,男性数,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,12,th,男性比例,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,13,th,占总男性数,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,14,th,女性数,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,15,th,女性比例,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,16,th,占总女性数,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,17,th,组合详情,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,0,说明,stg,0,0,th,序号,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,0,说明,stg,0,1,th,分类,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,0,说明,stg,0,2,th,游戏名,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,0,说明,stg,0,3,th,没有通关,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,0,说明,stg,0,4,th,Easy,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,0,说明,stg,0,5,th,Normal,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,0,说明,stg,0,6,th,Hard,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,0,说明,stg,0,7,th,Lunatic,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,0,说明,stg,0,8,th,Extra,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,0,说明,stg,0,9,th,Phantasm,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,0,说明,stg,0,10,th,作品详情,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,1,说明,th01,0,0,th,序号,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,1,说明,th01,0,1,th,分类,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,1,说明,th01,0,2,th,游戏名,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,1,说明,th01,0,3,th,没有通关,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,1,说明,th01,0,4,th,Easy(地狱),,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,1,说明,th01,0,5,th,Normal(地狱),,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,1,说明,th01,0,6,th,Hard(地狱),,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,1,说明,th01,0,7,th,Lunatic(地狱),,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,1,说明,th01,0,8,th,Easy(魔界),,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,1,说明,th01,0,9,th,Normal(魔界),,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,1,说明,th01,0,10,th,Hard(魔界),,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,1,说明,th01,0,11,th,Lunatic(魔界),,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,1,说明,th01,0,12,th,作品详情,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,2,说明,th095,0,0,th,序号,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,2,说明,th095,0,1,th,分类,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,2,说明,th095,0,2,th,游戏名,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,2,说明,th095,0,3,th,没有通关,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,2,说明,th095,0,4,th,Lv1,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,2,说明,th095,0,5,th,Lv2,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,2,说明,th095,0,6,th,Lv3,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,2,说明,th095,0,7,th,Lv4,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,2,说明,th095,0,8,th,Lv5,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,2,说明,th095,0,9,th,Lv6,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,2,说明,th095,0,10,th,Lv7,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,2,说明,th095,0,11,th,Lv8,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,2,说明,th095,0,12,th,Lv9,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,2,说明,th095,0,13,th,Lv10,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,2,说明,th095,0,14,th,LvEX,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,2,说明,th095,0,15,th,作品详情,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,3,说明,th125,0,0,th,序号,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,3,说明,th125,0,1,th,分类,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,3,说明,th125,0,2,th,游戏名,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,3,说明,th125,0,3,th,没有通关,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,3,说明,th125,0,4,th,Lv1,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,3,说明,th125,0,5,th,Lv2,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,3,说明,th125,0,6,th,Lv3,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,3,说明,th125,0,7,th,Lv4,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,3,说明,th125,0,8,th,Lv5,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,3,说明,th125,0,9,th,Lv6,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,3,说明,th125,0,10,th,Lv7,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,3,说明,th125,0,11,th,Lv8,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,3,说明,th125,0,12,th,Lv9,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,3,说明,th125,0,13,th,Lv10,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,3,说明,th125,0,14,th,Lv11,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,3,说明,th125,0,15,th,Lv12,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,3,说明,th125,0,16,th,LvEX,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,3,说明,th125,0,17,th,SPOILER,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,3,说明,th125,0,18,th,作品详情,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,4,说明,th143,0,0,th,序号,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,4,说明,th143,0,1,th,分类,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,4,说明,th143,0,2,th,游戏名,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,4,说明,th143,0,3,th,没有通关,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,4,说明,th143,0,4,th,第一日,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,4,说明,th143,0,5,th,第二日,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,4,说明,th143,0,6,th,第三日,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,4,说明,th143,0,7,th,第四日,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,4,说明,th143,0,8,th,第五日,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,4,说明,th143,0,9,th,第六日,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,4,说明,th143,0,10,th,第七日,,,[]
data_raw/cn_official_legacy/round_07/raw/pages/game/index.html,4,说明,th143,0,11,th,第八日,,,[]
