source,table_index,table_heading,table_id,row_index,cell_index,cell_type,text,number,percent,numeric_tokens
data_raw/cn_official_legacy/round_04/raw/pages/paper/index.html,0,调查问卷,,0,0,td,本页面为人气投票问卷结果统计页，点击这里返回首页。 总有效问卷数6040。,,,[]
data_raw/cn_official_legacy/round_04/raw/pages/paper/index.html,1,投票群相关,stable,0,0,th,1.1. 您的性别,,,[1.1]
data_raw/cn_official_legacy/round_04/raw/pages/paper/index.html,1,投票群相关,stable,1,0,td,男性：,,,[]
data_raw/cn_official_legacy/round_04/raw/pages/paper/index.html,1,投票群相关,stable,1,1,td,4607票，占76.27%,,76.27,[4607]
data_raw/cn_official_legacy/round_04/raw/pages/paper/index.html,1,投票群相关,stable,2,0,td,女性：,,,[]
data_raw/cn_official_legacy/round_04/raw/pages/paper/index.html,1,投票群相关,stable,2,1,td,1433票，占23.73%,,23.73,[1433]
data_raw/cn_official_legacy/round_04/raw/pages/paper/index.html,2,投票群相关,stable,0,0,th,1.2. 您的年龄阶段,,,[1.2]
data_raw/cn_official_legacy/round_04/raw/pages/paper/index.html,2,投票群相关,stable,1,0,td,未满10岁：,,,[]
data_raw/cn_official_legacy/round_04/raw/pages/paper/index.html,2,投票群相关,stable,1,1,td,9票，占0.15%,,0.15,[9]
data_raw/cn_official_legacy/round_04/raw/pages/paper/index.html,2,投票群相关,stable,2,0,td,10-14岁：,,,"[10, 14]"
data_raw/cn_official_legacy/round_04/raw/pages/paper/index.html,2,投票群相关,stable,2,1,td,411票，占6.8%,,6.8,[411]
data_raw/cn_official_legacy/round_04/raw/pages/paper/index.html,2,投票群相关,stable,3,0,td,15-19岁：,,,"[15, 19]"
data_raw/cn_official_legacy/round_04/raw/pages/paper/index.html,2,投票群相关,stable,3,1,td,3356票，占55.56%,,55.56,[3356]
data_raw/cn_official_legacy/round_04/raw/pages/paper/index.html,2,投票群相关,stable,4,0,td,20-24岁：,,,"[20, 24]"
data_raw/cn_official_legacy/round_04/raw/pages/paper/index.html,2,投票群相关,stable,4,1,td,1923票，占31.84%,,31.84,[1923]
data_raw/cn_official_legacy/round_04/raw/pages/paper/index.html,2,投票群相关,stable,5,0,td,25-29岁：,,,"[25, 29]"
data_raw/cn_official_legacy/round_04/raw/pages/paper/index.html,2,投票群相关,stable,5,1,td,300票，占4.97%,,4.97,[300]
data_raw/cn_official_legacy/round_04/raw/pages/paper/index.html,2,投票群相关,stable,6,0,td,30-40岁：,,,"[30, 40]"
data_raw/cn_official_legacy/round_04/raw/pages/paper/index.html,2,投票群相关,stable,6,1,td,37票，占0.61%,,0.61,[37]
data_raw/cn_official_legacy/round_04/raw/pages/paper/index.html,2,投票群相关,stable,7,0,td,40岁以上：,,,[40]
data_raw/cn_official_legacy/round_04/raw/pages/paper/index.html,2,投票群相关,stable,7,1,td,4票，占0.07%,,0.07,[4]
data_raw/cn_official_legacy/round_04/raw/pages/paper/index.html,3,投票群相关,stable,0,0,th,1.3. 您的受教育程度,,,[1.3]
data_raw/cn_official_legacy/round_04/raw/pages/paper/index.html,3,投票群相关,stable,1,0,td,小学及以下：,,,[]
data_raw/cn_official_legacy/round_04/raw/pages/paper/index.html,3,投票群相关,stable,1,1,td,38票，占0.63%,,0.63,[38]
data_raw/cn_official_legacy/round_04/raw/pages/paper/index.html,3,投票群相关,stable,2,0,td,初中：,,,[]
