source,table_index,table_heading,table_id,row_index,cell_index,cell_type,text,number,percent,numeric_tokens
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,0,基本信息,list,0,0,th,项目,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,0,基本信息,list,0,1,th,投票人数,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,0,基本信息,list,0,2,th,总分票数,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,0,基本信息,list,0,3,th,平均票位比例,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,0,基本信息,list,0,4,th,本命票数,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,0,基本信息,list,0,5,th,本命票投率,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,0,基本信息,list,0,6,th,项目投票率,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,0,基本信息,list,0,7,th,男性人数,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,0,基本信息,list,0,8,th,女性人数,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,0,基本信息,list,0,9,th,男性率,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,0,基本信息,list,0,10,th,女性率,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,0,基本信息,list,0,11,th,男性投票率,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,0,基本信息,list,0,12,th,女性投票率,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,1,投票演进,progressTab,0,0,th,投票人数变化,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,1,投票演进,progressTab,0,1,th,图表说明,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,1,投票演进,progressTab,0,2,th,图表,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,1,投票演进,progressTab,1,0,td,投票期间：2016-10-01 20:00:00 至 2016-10-16 20:00:00,,,"[2016, 10, 1, 20, 0, 0, 2016, 10, 16, 20, 0, 0]"
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,1,投票演进,progressTab,1,1,td,,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,1,投票演进,progressTab,1,2,td,,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,2,投票演进,,0,0,td,说明 该图表表示该问卷随着投票进程的票数变化情况。 其中减少的票数是因为投票人修改自己的投票去掉该问卷而导致的。 通过拖动底部和右侧的滑柄或在图表上缩放（鼠标或手指）可以筛选数据范围，也可以点击顶部的图例开关某个数据的显示。,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,2,投票演进,,1,0,td,点击这里切换图表数据,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,2,投票演进,,2,0,td,,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,3,投票群体,sexTab,0,0,th,基本信息,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,3,投票群体,sexTab,0,1,th,图表说明,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,3,投票群体,sexTab,0,2,th,图表,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,3,投票群体,sexTab,1,0,td,问卷：8067 男性问卷：6548（男性比例：81.17%） 女性问卷：1498（女性比例：18.57%）,,81.17,"[8067, 6548, 81.17, 1498, 18.57]"
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,3,投票群体,sexTab,1,1,td,,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,3,投票群体,sexTab,1,2,td,,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,4,投票群体,,0,0,td,说明 该图表显示该问卷投票群体的年龄与性别等基础信息。 表格可在扇形图和柱形图之间切换显示。点击图表顶部的图例可以隐藏或显示一类数据。 如果出现无记录的人数显示则说明存在极少数问卷信息缺损的情况。,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,4,投票群体,,1,0,td,点击这里切换图表类型,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,4,投票群体,,2,0,td,,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,5,说明,geoTab,0,0,th,地理信息,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,5,说明,geoTab,0,1,th,图表说明,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,5,说明,geoTab,0,2,th,图表,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,5,说明,geoTab,1,0,td,问卷：8067,,,[8067]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,5,说明,geoTab,1,1,td,,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,5,说明,geoTab,1,2,td,,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,6,说明,,0,0,td,说明 该图表显示该问卷投票群体在地理位置上的分布。 点击图表顶部的图例可以隐藏或显示一类数据，其中地区总人数是指的该地区全部参加者数量，当男性与女性票同时开启时，显示的数据是二者之和。 通过拖动左下角的滑柄可以筛选数据范围，缩放则可以放大缩小地图显示。,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,6,说明,,1,0,td,点击这里切换图表类型,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,6,说明,,2,0,td,,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,6,说明,,3,0,th,中国,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,6,说明,,3,1,td,,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,6,说明,,4,0,th,日本,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,6,说明,,4,1,td,,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,6,说明,,5,0,th,亚洲其他地区,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,6,说明,,5,1,td,,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,6,说明,,6,0,th,北美洲,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,6,说明,,6,1,td,,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,6,说明,,7,0,th,南美洲,,,[]
data_raw/cn_official_legacy/round_05/raw/pages/paper/index.html,6,说明,,7,1,td,,,,[]
