query,page,position,bv,url,title,author,published_date_display,published_date,date_precision,view_display,view_snapshot,danmaku_display,danmaku_snapshot,duration,content_category,poll_region_alignment,character_mentions_cn,observed_at,coverage_note
东方 丰姬 人气投票,1,1,BV1ZyY1zREMF,https://www.bilibili.com/video/BV1ZyY1zREMF/,最难5面，绵月丰姬LNN,纷雪飞燕,2025-08-17,2025-08-17,day,14.7万,147000,248,248,02:29,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,2,BV1ZA64BiEK7,https://www.bilibili.com/video/BV1ZA64BiEK7/,【东方人物志】东方人气排行榜第73名 绵月丰姬,探险家sunrise,02-01,2026-02-01,day_inferred_current_year,3413,3413,2,2,03:11,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,4,BV1ej411X7s2,https://www.bilibili.com/video/BV1ej411X7s2/,一分钟了解 绵月丰姬,绵月丰姫,2023-06-13,2023-06-13,day,1.3万,13000,0,0,00:45,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,5,BV1qc411Q79u,https://www.bilibili.com/video/BV1qc411Q79u/,贤者姊妹-绵月丰姬&绵月依姬角色曲及相关同人曲,守矢の神人苗苗_,2023-12-01,2023-12-01,day,5594,5594,4,4,32:26,character_search_candidate,cn_platform_context,绵月丰姬;绵月依姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,6,BV1vx7p6vEnr,https://www.bilibili.com/video/BV1vx7p6vEnr/,【LuaStg】自制的绵月丰姬弹幕重置,欢屿Lgs,06-27,2026-06-27,day_inferred_current_year,3036,3036,2,2,02:33,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,7,BV1RVBDBFEF8,https://www.bilibili.com/video/BV1RVBDBFEF8/,绵月丰姬LNN（带月石）,PTYK,2025-12-25,2025-12-25,day,368,368,1,1,02:36,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,8,BV16TYkzWEQr,https://www.bilibili.com/video/BV16TYkzWEQr/,綿月豐姬！！！！,-XWGT,2025-08-17,2025-08-17,day,4.3万,43000,23,23,00:38,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,9,BV1ukXSBpE2h,https://www.bilibili.com/video/BV1ukXSBpE2h/,最难75帧5面，绵月丰姬75FPSLNNNNN,纷雪飞燕,03-29,2026-03-29,day_inferred_current_year,1.6万,16000,32,32,01:36,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,10,BV1UHZKByEyA,https://www.bilibili.com/video/BV1UHZKByEyA/,最优雅五面——绵月丰姬LNN,PTYK,02-16,2026-02-16,day_inferred_current_year,2766,2766,1,1,02:29,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,11,BV1QwXMBBE37,https://www.bilibili.com/video/BV1QwXMBBE37/,[东方lostword]日服 新角色 绵月丰姬 全符卡动画演示,laoxu_666,03-27,2026-03-27,day_inferred_current_year,3759,3759,1,1,03:45,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,12,BV1jLq2BJEm7,https://www.bilibili.com/video/BV1jLq2BJEm7/,【Luastg】个人理解向丰姬魔改,温奇耶_萨缪尔-Official,2025-12-21,2025-12-21,day,2980,2980,13,13,05:31,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,14,BV1uUCEByEbS,https://www.bilibili.com/video/BV1uUCEByEbS/,【HJ制作】绵月丰姬fumo玩偶自制，解说版,不正经的鞋匠HJ,2025-11-13,2025-11-13,day,3671,3671,1,1,13:40,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,15,BV1Csm2YFELC,https://www.bilibili.com/video/BV1Csm2YFELC/,弹幕异夜剧全通关达成！就用最难的绵月丰姬关卡来纪念吧（最后有彩蛋）,降り注ぐ星の光,2024-11-11,2024-11-11,day,1016,1016,0,0,15:33,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,16,BV1PT411K7q6,https://www.bilibili.com/video/BV1PT411K7q6/,绵月丰姬、绵月依姬、铃仙二号的官方立绘一览,青云汉月,2022-09-30,2022-09-30,day,9770,9770,4,4,02:29,character_search_candidate,cn_platform_context,绵月丰姬;绵月依姬;铃仙二号;铃仙·优昙华院·因幡,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,17,BV1Vf4y1D76N,https://www.bilibili.com/video/BV1Vf4y1D76N/,【东方Mugen】绵月丰姬 VS 绵月依姬,Bob_Cattier华仔,2020-09-26,2020-09-26,day,4034,4034,0,0,02:58,character_search_candidate,cn_platform_context,绵月丰姬;绵月依姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,18,BV1hesteDE7E,https://www.bilibili.com/video/BV1hesteDE7E/,驾驶着除悲者的丰姬,FTEnoishi,2024-08-27,2024-08-27,day,3158,3158,5,5,07:26,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,19,BV1iUXzBqEk4,https://www.bilibili.com/video/BV1iUXzBqEk4/,听说是最难75帧5面？绵月丰姬75FPSLNNNNN！,空想的封缄线,03-31,2026-03-31,day_inferred_current_year,2122,2122,1,1,01:49,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,20,BV11ivTzeEGV,https://www.bilibili.com/video/BV11ivTzeEGV/,LUASTG 绵月丰姬弹幕重置-绵月的符卡,大鼻屎龟鸡,2025-08-26,2025-08-26,day,1.4万,14000,37,37,03:01,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,21,BV1oqe4zrETw,https://www.bilibili.com/video/BV1oqe4zrETw/,已严肃下跪，绵月丰姬LNNN禁月石,yuyuu--_,2025-08-22,2025-08-22,day,1.7万,17000,8,8,02:00,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,22,BV1oQba6ZEi3,https://www.bilibili.com/video/BV1oQba6ZEi3/,丰姬快跑 (疑似古明地恋的心跳大冒险花絮),闯祸的恋恋,08-17,2026-08-17,day_inferred_current_year,1049,1049,2,2,01:31,character_search_candidate,cn_platform_context,古明地恋;绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,24,BV1KLX9B4EVZ,https://www.bilibili.com/video/BV1KLX9B4EVZ/,赫卡五十秒速通月都,小糠同志,03-30,2026-03-30,day_inferred_current_year,4.5万,45000,27,27,00:52,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,25,BV1Et421E7DW,https://www.bilibili.com/video/BV1Et421E7DW/,啊哈哈哈哈哈哈！！！！打工女王她值得！！！！,一般通过钢筋,2024-04-16,2024-04-16,day,1261,1261,1,1,06:03,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,26,BV1gKbxzjEZb,https://www.bilibili.com/video/BV1gKbxzjEZb/,又幻想了，幻想我人气投票排名达到前十，紫色小登吓到给我土下座，我把紫色小登拉回月都给月都所有人踩踩背，唉,赛博牢求,2025-08-15,2025-08-15,day,4.7万,47000,13,13,01:10,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,27,BV1Xz9ZBJEwA,https://www.bilibili.com/video/BV1Xz9ZBJEwA/,幻想少女大战DOSD（一周目阵容）旧梦篇L难度一回合击破依姬丰姬,二鳥鳥,05-03,2026-05-03,day_inferred_current_year,286,286,0,0,01:00:50,character_search_candidate,cn_platform_context,绵月丰姬;绵月依姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,28,BV1DcASz2EVp,https://www.bilibili.com/video/BV1DcASz2EVp/,东方锦上京lunatic146.81e（25.36e）（机体：魔理沙月）,PTYK,02-27,2026-02-27,day_inferred_current_year,953,953,0,0,39:16,character_search_candidate,cn_platform_context,雾雨魔理沙;绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,29,BV1Xib96EEmF,https://www.bilibili.com/video/BV1Xib96EEmF/,今天是綿月豐姬！！！！一周年纪念日，你们知道吗？,-XWGT,08-17,2026-08-17,day_inferred_current_year,1920,1920,2,2,01:42,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,30,BV11NQkYcEgM,https://www.bilibili.com/video/BV11NQkYcEgM/,红梦和丰姬到底谁更快？这个视频告诉你！,红白巫女-,2025-03-14,2025-03-14,day,1226,1226,0,0,00:41,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,31,BV1rQVD62EF4,https://www.bilibili.com/video/BV1rQVD62EF4/,［恋跳三创］丰姬：我找到眼睛捐献者了,永远17岁的蛆,06-01,2026-06-01,day_inferred_current_year,,,,,,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,32,BV1zJenzfEg3,https://www.bilibili.com/video/BV1zJenzfEg3/,最初见杀五面，绵月丰姬LNNN！,千东万方,2025-08-25,2025-08-25,day,,,,,,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,33,BV1k9eXzdExJ,https://www.bilibili.com/video/BV1k9eXzdExJ/,紫:丰姬你就歌姬吧,可爱的幽幽子,2025-08-28,2025-08-28,day,,,,,,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,34,BV1rd4y1a7Xc,https://www.bilibili.com/video/BV1rd4y1a7Xc/,绵月丰姬转生关卡,一般通过钢筋,2022-12-26,2022-12-26,day,,,,,,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,35,BV12afZBXEtQ,https://www.bilibili.com/video/BV12afZBXEtQ/,来看看八年之前的丰姬大人实力如何【弹幕异夜剧】,RhNO3-lx,02-04,2026-02-04,day_inferred_current_year,,,,,,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,36,BV1BxyuBaEKi,https://www.bilibili.com/video/BV1BxyuBaEKi/,[风神录风]东方锦上京全曲~更新中（东方再翻译）,来自M78星云的决心蕾米,2025-11-21,2025-11-21,day,,,,,,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,37,BV1sDMg6tEP8,https://www.bilibili.com/video/BV1sDMg6tEP8/,绵月丰姬LNNNNN,古明地雷_,07-08,2026-07-08,day_inferred_current_year,,,,,,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,38,BV1KBkiBHEh6,https://www.bilibili.com/video/BV1KBkiBHEh6/,绵月丰姬钢门受伤事件,赛博牢求,2025-11-11,2025-11-11,day,,,,,,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,39,BV1VTbq6NER5,https://www.bilibili.com/video/BV1VTbq6NER5/,八云紫vs1万个绵月丰姬,文文の小乌鸦,08-17,2026-08-17,day_inferred_current_year,,,,,,character_search_candidate,cn_platform_context,绵月丰姬;八云紫,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,40,BV1sMw8zjE4K,https://www.bilibili.com/video/BV1sMw8zjE4K/,666丰姬一符都没打完五面就结束了,KURODO-卡洛琳,03-15,2026-03-15,day_inferred_current_year,,,,,,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,41,BV1J8ewzgEqy,https://www.bilibili.com/video/BV1J8ewzgEqy/,【并非最难五面】绵月丰姬Lnnn,偷吃閃光蛋,2025-08-19,2025-08-19,day,,,,,,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 丰姬 人气投票,1,42,BV1Zc5q6ME9z,https://www.bilibili.com/video/BV1Zc5q6ME9z/,最强五面 绵月丰姬 LNN 无月石（使用Esc）,花花酱紫ovo,05-15,2026-05-15,day_inferred_current_year,,,,,,character_search_candidate,cn_platform_context,绵月丰姬,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 华扇 人气投票,1,1,BV1Cw411Y7Sr,https://www.bilibili.com/video/BV1Cw411Y7Sr/,茨木华扇：能恶也能善？是鬼亦是仙？【萌新未必知道的东方设定】,考米诺,2023-09-27,2023-09-27,day,3.0万,30000,227,227,15:31,character_search_candidate,cn_platform_context,茨木华扇,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 华扇 人气投票,1,2,BV1eMuf65EAz,https://www.bilibili.com/video/BV1eMuf65EAz/,一个入坑三年半的车万痴be like（华扇痴&幽香痴）,Hai-Sei,08-14,2026-08-14,day_inferred_current_year,1600,1600,0,0,02:32,character_search_candidate,cn_platform_context,茨木华扇,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 华扇 人气投票,1,4,BV1qe4y1Y7Ej,https://www.bilibili.com/video/BV1qe4y1Y7Ej/,伊吹萃香、星熊勇仪、茨木华扇的官方立绘一览,青云汉月,2022-09-02,2022-09-02,day,2.9万,29000,48,48,05:44,character_search_candidate,cn_platform_context,伊吹萃香;星熊勇仪;茨木华扇,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 华扇 人气投票,1,5,BV1oJ8y6AEDh,https://www.bilibili.com/video/BV1oJ8y6AEDh/,【补】关于我是早苗的青梅竹马却要成为灵梦的未婚夫结果在婚礼当天随华扇逃走一事（中）,神隐的路人,昨天,2026-08-22,day_relative,1828,1828,16,16,13:37,character_search_candidate,cn_platform_context,茨木华扇;东风谷早苗;博丽灵梦,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 华扇 人气投票,1,6,BV1gU4y1f7yW,https://www.bilibili.com/video/BV1gU4y1f7yW/,茨木华扇，是贤者吗?【东方浅谈补遗】,金剛大漢,2022-03-03,2022-03-03,day,3.0万,30000,68,68,12:20,character_search_candidate,cn_platform_context,茨木华扇,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 华扇 人气投票,1,7,BV1GRreYbECw,https://www.bilibili.com/video/BV1GRreYbECw/,【2025年华扇角色日接力】一月八日是宴会之日！,華仙Kasen,2025-01-09,2025-01-09,day,2893,2893,0,0,06:16,character_search_candidate,cn_platform_context,茨木华扇,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 华扇 人气投票,1,8,BV16HB7B1EZW,https://www.bilibili.com/video/BV16HB7B1EZW/,【东方手书/茨木华扇】師匠なフタリ,是李yao涵呀,01-08,2026-01-08,day_inferred_current_year,3258,3258,0,0,01:42,character_search_candidate,cn_platform_context,茨木华扇,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 华扇 人气投票,1,9,BV1vb411A7ZA,https://www.bilibili.com/video/BV1vb411A7ZA/,华扇的初中级仙人指南——《不可思议的幻想乡》攻略~,火的意志-,2018-10-30,2018-10-30,day,4963,4963,13,13,15:48,character_search_candidate,cn_platform_context,茨木华扇,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 华扇 人气投票,1,10,BV1mAVoz9EAi,https://www.bilibili.com/video/BV1mAVoz9EAi/,【东方MMD/中文内嵌】幻想乡的日常：第18话 笨蛋父母华扇,藤原蓬莱人,2025-05-10,2025-05-10,day,2.5万,25000,219,219,14:11,character_search_candidate,cn_platform_context,茨木华扇;琪露诺,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 华扇 人气投票,1,11,BV1NK4y1n7vw,https://www.bilibili.com/video/BV1NK4y1n7vw/,griffon东方 茨木华扇手办开箱,CATANA猫刀,2021-03-07,2021-03-07,day,838,838,0,0,01:31,character_search_candidate,cn_platform_context,茨木华扇,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 华扇 人气投票,1,12,BV1TJ411v7ZB,https://www.bilibili.com/video/BV1TJ411v7ZB/,Sekhbell（黑白华扇）1pの强度测试,顕世丨Emblasir,2019-12-08,2019-12-08,day,956,956,2,2,07:03,character_search_candidate,cn_platform_context,茨木华扇,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 华扇 人气投票,1,14,BV1TN411M7MA,https://www.bilibili.com/video/BV1TN411M7MA/,说梦话的华扇：只要灵梦喂我❤，吃什么行 【不可思议的幻想乡】,是哲哲子哟,2023-11-25,2023-11-25,day,577,577,0,0,04:19,character_search_candidate,cn_platform_context,茨木华扇;博丽灵梦,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 华扇 人气投票,1,15,BV1h63k6KEFh,https://www.bilibili.com/video/BV1h63k6KEFh/,どの鬼華扇が好き？紙芝居MMD鬼華扇 影華扇７選 Top 7 Touhou MMD Oni Kage Kasen Ibaraki,Xiaolang47y,07-29,2026-07-29,day_inferred_current_year,762,762,4,4,03:29,character_search_candidate,cn_platform_context,茨木华扇,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 华扇 人气投票,1,16,BV1AKbB6REdX,https://www.bilibili.com/video/BV1AKbB6REdX/,［东方归言录］二阶当一阶 MV华扇春觉10c3t5动 周回复灵VS饭纲丸龙（女仆典 女仆芳香专武）,雏见泽自愈L5龙宫礼奈,08-18,2026-08-18,day_inferred_current_year,431,431,0,0,01:54,character_search_candidate,cn_platform_context,饭纲丸龙;茨木华扇,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 华扇 人气投票,1,17,BV1DG4y1r7cg,https://www.bilibili.com/video/BV1DG4y1r7cg/,帮灵梦换衣服的华扇姐姐(),妖妖梦II,2022-08-23,2022-08-23,day,5.1万,51000,116,116,07:53,character_search_candidate,cn_platform_context,茨木华扇;博丽灵梦,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 华扇 人气投票,1,18,BV13V411f7Aa,https://www.bilibili.com/video/BV13V411f7Aa/,【内嵌NICO弹幕】东方Project人气投票 第八回 排行榜,星夜米兔,2020-03-31,2020-03-31,day,1571,1571,13,13,15:30,result_or_ranking,jp_poll,茨木华扇,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 华扇 人气投票,1,19,BV1vy4y1k7GU,https://www.bilibili.com/video/BV1vy4y1k7GU/,【东方手书动画·69】华扇酱的秘密,伊吹小秋,2020-09-24,2020-09-24,day,4.1万,41000,226,226,03:22,character_search_candidate,cn_platform_context,茨木华扇,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 华扇 人气投票,1,20,BV1rW411y7jL,https://www.bilibili.com/video/BV1rW411y7jL/,华扇的小剧场 不可思议的幻想乡TOD -RELOADED-,菠萝章鱼丸,2018-10-07,2018-10-07,day,8829,8829,122,122,18:45,character_search_candidate,cn_platform_context,茨木华扇,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 华扇 人气投票,1,21,BV15c2KYhETq,https://www.bilibili.com/video/BV15c2KYhETq/,巫女华扇就该华扇来打！mv华扇低配绘卷5c5t稳定刷看巫女家的仙人,Vogel_imKafig,2024-10-09,2024-10-09,day,474,474,0,0,01:43,character_search_candidate,cn_platform_context,茨木华扇,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 华扇 人气投票,1,22,BV1Fz8i67E49,https://www.bilibili.com/video/BV1Fz8i67E49/,【东方漫画】撒娇的巫女最好命,梓晶zijing,08-21,2026-08-21,day_inferred_current_year,1.2万,12000,7,7,00:37,character_search_candidate,cn_platform_context,茨木华扇,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 华扇 人气投票,1,24,BV1QJHozHEfJ,https://www.bilibili.com/video/BV1QJHozHEfJ/,【东方MMD/中文内嵌】幻想乡的日常：第25话 锦色、令人心跳的粉色幻想乡,藤原蓬莱人,2025-09-14,2025-09-14,day,1.5万,15000,248,248,20:00,character_search_candidate,cn_platform_context,茨木华扇,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 华扇 人气投票,1,25,BV15igK6uErT,https://www.bilibili.com/video/BV15igK6uErT/,【东方漫画】和我试试呗❤️,梓晶zijing,08-14,2026-08-14,day_inferred_current_year,3434,3434,1,1,01:30,character_search_candidate,cn_platform_context,茨木华扇,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 华扇 人气投票,1,26,BV1vS4y1472q,https://www.bilibili.com/video/BV1vS4y1472q/,华扇对喝醉的灵梦做了什么？—不可思议的幻想乡TODR（二十九）,ultraNEP,2022-08-11,2022-08-11,day,13.8万,138000,255,255,06:17,character_search_candidate,cn_platform_context,茨木华扇;博丽灵梦,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 华扇 人气投票,1,27,BV1J14y1t7aU,https://www.bilibili.com/video/BV1J14y1t7aU/,不可思议的幻想乡TODR（141）华扇的特级试炼（上半）,ultraNEP,2022-08-19,2022-08-19,day,386,386,0,0,41:04,character_search_candidate,cn_platform_context,茨木华扇,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 华扇 人气投票,1,28,BV1Nd4y1Z74z,https://www.bilibili.com/video/BV1Nd4y1Z74z/,不可思议的幻想乡TODR（140）华扇的上级试炼,ultraNEP,2022-08-19,2022-08-19,day,355,355,0,0,21:31,character_search_candidate,cn_platform_context,茨木华扇,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 华扇 人气投票,1,29,BV1VD421E7iA,https://www.bilibili.com/video/BV1VD421E7iA/,【小冰冰传奇】抽个扇子+华扇淑女一阶至宝试炼,谋士动画城,2024-03-12,2024-03-12,day,245,245,0,0,03:44,character_search_candidate,cn_platform_context,茨木华扇,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 华扇 人气投票,1,30,BV13a41157TA,https://www.bilibili.com/video/BV13a41157TA/,不可思议的幻想乡TODR（139）华扇的中级试炼,ultraNEP,2022-08-19,2022-08-19,day,431,431,0,0,19:13,character_search_candidate,cn_platform_context,茨木华扇,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 华扇 人气投票,1,31,BV19e411Y76q,https://www.bilibili.com/video/BV19e411Y76q/,KiLuin看画集【128】东方Project人物名鉴 常世篇 東方Project人妖名鑑 常世編 简中版,反馈成功平台将做相应处理 撤销 稍后再看774002:26KiLuin看画集【128】东方Project人物名鉴 常世篇 東方Project人妖名鑑　常世編 简中版KiLuin,2024-01-27,2024-01-27,day,,,,,,character_search_candidate,cn_platform_context,茨木华扇,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 华扇 人气投票,1,32,BV1qU4y1r7dY,https://www.bilibili.com/video/BV1qU4y1r7dY/,不可思议的幻想乡TODR（147）带华扇逛妖怪村庄,ultraNEP,2022-08-20,2022-08-20,day,,,,,,character_search_candidate,cn_platform_context,茨木华扇,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
