keyword,tfidf
介绍,0.23961215476696196
彩符,0.2347750230002247
华符,0.16253655438477094
华人小姑娘,0.1444769372309075
華人小娘,0.12641732007704404
b或c,0.12125431078125976
cost,0.11114978488282144
彩光乱舞,0.10835770292318063
运用气程度的能力,0.09029808576931718
華符,0.09029808576931718
彩翔,0.09029808576931718
符卡名,0.08630923183372088
使用简易度,0.07423535910809866
10,0.07384544908399567
meirin,0.07223846861545374
彩雨,0.07223846861545374
黄震脚,0.07223846861545374
彩光莲华掌,0.07223846861545374
威力,0.07221464945584383
解释,0.0703698860769487
别称,0.0703698860769487
虹符,0.06650751550153437
红魔馆,0.0643861352762031
东方文花帖,0.06007064540719949
type,0.05671038644308341
红师傅,0.054178851461590315
c76对话,0.054178851461590315
芳华绚烂,0.054178851461590315
飞花落叶,0.054178851461590315
彩华,0.054178851461590315
虹色太极拳,0.054178851461590315
斯卡蕾特,0.053003510653411315
帕秋莉,0.053003510653411315
史纪,0.05231796725487009
妖梦,0.05097943332916404
查看日文原文,0.05028764690644403
气符,0.049880636626150776
気符,0.049880636626150776
东方红魔乡,0.04946994327651722
非想天则,0.04793246322347283
or,0.046913257384632465
蕾米莉亚,0.045936375899623134
爱丽丝,0.045936375899623134
中,0.045936375899623134
中国,0.04446552634788754
level5,0.04253278983231256
在,0.04240280852272905
诺蕾姬,0.04240280852272905
东方非想天则,0.04240280852272905
大鲶鱼,0.04041810359375325
