merge_group_id,canonical_track,source_row_count,sites,mapped_characters
music:1486c22ea2a9d0d7,天狗的笔记 ~ Mysterious Note,29,"[""cn"", ""jp""]",[]
music:288522467241ca58,天理人欲,7,"[""cn"", ""jp""]",[]
music:dc4e0e8d0e88d2e7,天真无邪的二人的博物志,5,"[""cn""]",[]
music:066115603c432afb,天空上的归途 ~ Sky Dream,3,"[""cn""]",[]
music:8fbce8c20d61f70a,天空军团,31,"[""cn"", ""jp""]",[]
music:09fa046efdae1325,天空的格林尼治,29,"[""cn"", ""jp""]",[]
music:f42eca03a465bffb,天空的花都,31,"[""cn"", ""jp""]","[""莉莉白""]"
music:860f116265eadaea,天空遗迹,2,"[""cn""]",[]
music:2cff533b8f454119,天衣无缝,23,"[""cn"", ""jp""]",[]
music:4e51a5ad9a41ce0f,天衣无缝(天衣无缝 ~ Yellow Lily),5,"[""cn""]",[]
music:47a5711a3b574d50,天魔之山漫天星,8,"[""cn"", ""jp""]","[""饭纲丸龙""]"
music:3a23a1b7412f782f,天鳥船神社,1,"[""cn""]",[]
music:b8ec1ad227a9dad4,天鸟船神社,23,"[""cn"", ""jp""]",[]
music:2d8b9ef971bd8b25,天鸟船神社的结界,24,"[""cn"", ""jp""]",[]
music:f5089dac8d352bc7,天鹅绒少女战 ~ Velvet Battle,31,"[""cn"", ""jp""]",[]
music:3c350269d912905b,太空魔术 ~ Magical Astronomy,3,"[""cn""]",[]
music:a96004a3880889f3,失敗を尊ぶ人類に、次の二千年を,1,"[""jp""]",[]
music:5dd765085e13baca,奈良異界公園,1,"[""jp""]",[]
music:e7f5370203df2c41,奥尔良的圣骑士,29,"[""cn"", ""jp""]",[]
music:fbc2540bc8bbc42a,女仆与血之怀表,28,"[""cn"", ""jp""]","[""十六夜咲夜""]"
music:129d48fb6c394ffe,女仆和血的怀表,3,"[""cn""]",[]
music:dea6db9b29898513,女仆幻想 ~ Icemilk Magic,31,"[""cn"", ""jp""]",[]
music:c6b9e16608b690b1,好奇的上海古牌,3,"[""cn""]",[]
music:81aa2d375629e8a6,如鬼灯般的红色之魂,31,"[""cn"", ""jp""]",[]
music:931f6001b51aa6bc,妖妖梦 ~ Snow or Cherry Petal,31,"[""cn"", ""jp""]",[]
music:fc15babf3f3705f8,妖妖跋扈,74,"[""cn"", ""jp""]","[""八云蓝""]"
music:150e63eb8823dc96,妖异们的骤雨,8,"[""cn"", ""jp""]",[]
music:5d809400f1154a89,妖怪上钩,6,"[""cn"", ""jp""]",[]
music:3d71eda47345fccb,妖怪之山,29,"[""cn"", ""jp""]","[""姬海棠果|射命丸文""]"
music:03dd29382f0db8ef,妖怪宇宙旅行,28,"[""cn"", ""jp""]",[]
music:d3559f962d672e3b,妖怪寺,27,"[""cn"", ""jp""]",[]
music:fc878c6afc2af967,妖怪山间无色风,6,"[""cn""]",[]
music:c5f058adb85d8dbe,妖怪里参道,10,"[""cn""]",[]
music:3d56a1856ce24a15,妖精冒险谭,27,"[""cn"", ""jp""]",[]
music:bd64bc6583a2312e,妖精大战争,26,"[""cn"", ""jp""]","[""桑尼米尔克|露娜切露德|斯塔萨菲雅""]"
music:72ef39059d71c26c,妖精灿烂的样子,29,"[""cn"", ""jp""]","[""斯塔萨菲雅""]"
music:c1a244681a3a932c,妖魔夜行,31,"[""cn"", ""jp""]","[""露米娅""]"
music:e9b07724db4ffc13,孤独的狼人,23,"[""cn"", ""jp""]","[""今泉影狼""]"
music:a34745c761c35169,宇佐大人的白旗,30,"[""cn"", ""jp""]","[""因幡天为(因幡帝)""]"
music:55ea93fef6e78eb1,宇宙巫女归还,19,"[""cn"", ""jp""]",[]
music:3b48b2cb685f8f52,宇宙巫女现身,19,"[""cn"", ""jp""]",[]
music:59f2b09de2274854,守旧老爹与前卫少女,27,"[""cn"", ""jp""]","[""云居一轮""]"
music:06368c03de675318,官板黄昏新闻,23,"[""cn"", ""jp""]",[]
music:a8c8b765ae1625eb,宵暗的魔术师,29,"[""cn"", ""jp""]",[]
music:8938b66653382c4a,容貌错乱 ~ Horrible Night,6,"[""cn""]",[]
music:570bb9b5b53bfcc2,宿醉者的同床异梦,17,"[""cn"", ""jp""]",[]
music:a8c8b36bab799149,寄世界于偶像,11,"[""cn"", ""jp""]","[""埴安神袿姬""]"
music:e6bb525ba957e1a8,对跖点之钟,20,"[""cn"", ""jp""]",[]
music:f2315b7701627eff,封闭的云中通路,27,"[""cn"", ""jp""]",[]
music:da6d6aeb9791fea1,封魔终演,28,"[""cn"", ""jp""]",[]
music:42e808a01be1ce4f,小小欲望的星空,25,"[""cn"", ""jp""]",[]
music:51c44ff374ceb92e,小小的贤将,27,"[""cn"", ""jp""]","[""娜兹玲""]"
music:7a68300bfbc60351,小槌的魔力,23,"[""cn"", ""jp""]",[]
music:ac4d3a0b5c2e4b1f,少女幻葬,31,"[""cn"", ""jp""]","[""八云蓝""]"
music:f451bb66bdb19e46,少女战士 ~ Heart of Valkyrie,29,"[""cn"", ""jp""]",[]
music:27465e83f4cce103,少女曾见的日本原风景,29,"[""cn"", ""jp""]","[""东风谷早苗""]"
music:89f99822ea43b4b3,少女神性 ~ Pandora's Box,31,"[""cn"", ""jp""]",[]
music:efc914a774abd574,少女秘封俱乐部,31,"[""cn"", ""jp""]",[]
music:1303348642a98421,少女绮想曲,32,"[""cn"", ""jp""]","[""灵梦""]"
music:746e1b0e83a4d058,少女觉,28,"[""cn"", ""jp""]","[""古明地觉""]"
music:4f46813d7c2259cc,尘世不变的悲观主义,23,"[""cn"", ""jp""]",[]
music:357e83d259f82eca,尸体旅行,28,"[""cn"", ""jp""]","[""火焰猫燐""]"
music:51e2a87ab3b95bd5,山脚的神社,29,"[""cn"", ""jp""]",[]
music:fa5e47c780ff05d5,巨大的影子与渺小的结局,26,"[""cn"", ""jp""]",[]
music:dba90b9cd7bbb123,已经只能听见歌声了,28,"[""cn"", ""jp""]","[""米斯蒂娅·萝蕾拉""]"
music:8444c0a5a3bf7c86,巴瓦鲁魔法图书馆,1,"[""cn""]",[]
music:adce3d722be7d8b4,布加勒斯特的人偶师,31,"[""cn"", ""jp""]","[""爱丽丝·玛格特洛依德""]"
music:85ba8f54264fbbe0,希望之星直升青霄,15,"[""cn"", ""jp""]",[]
music:2b4eac494103ac6a,平安时代的外星人,27,"[""cn"", ""jp""]","[""封兽鵺""]"
music:56a2846476c50241,幻想乡 ~ Lotus Land Story,30,"[""cn"", ""jp""]",[]
music:855dbb903002823a,幻想乡不可思议发现,20,"[""cn"", ""jp""]",[]
music:ff609f6221ae7ae0,幻想乡的二岩,23,"[""cn"", ""jp""]","[""二岩猯藏""]"
music:cdcdbe2e4bc2b63a,幻想净琉璃,23,"[""cn"", ""jp""]","[""九十九弁弁|九十九八桥""]"
music:04818f4744ebd6c7,幻想地下大轨道网,8,"[""cn"", ""jp""]","[""菅牧典""]"
music:4f29d7b4a1d825be,幻想帝都,28,"[""cn"", ""jp""]",[]
music:aaf3434e9a1e3262,幻想机械 ~ Phantom Factory(幻想科学 ~ Doll's Phantom),7,"[""jp""]",[]
music:f4e46fc3378652e7,幻想机械 ~ Phantom Factory(梦机械 ~ Innocent Power),1,"[""jp""]",[]
music:26a5d9bbefd01c12,幻想的White Traveler,13,"[""cn"", ""jp""]",[]
music:0899ac4a29f4e543,幻想的居民,27,"[""cn"", ""jp""]",[]
music:158f742920d244ca,幻想的永远祭,31,"[""cn"", ""jp""]",[]
music:6965c727e7be1ab7,幻想的白色旅人,2,"[""cn""]",[]
music:b3cd60fac60e77ee,幻想科学 ~ Doll's Phantom,12,"[""cn"", ""jp""]",[]
music:6c472d687ef5d927,幻想科学(幻想机械),11,"[""jp""]",[]
music:9bcba91ef9ff207f,幻梦界,28,"[""cn"", ""jp""]",[]
music:2df64e49d4d2a00e,幻视之夜 ~ Ghostly Eyes,31,"[""cn"", ""jp""]",[]
music:fa0d73d6ce27d3f3,幼小的有顶天,28,"[""cn"", ""jp""]","[""比那名居天子""]"
music:b5b5c59108d8362d,幽境,28,"[""cn"", ""jp""]",[]
music:9d76c48ea6bb56dc,幽梦 ~ Inanimate Dream,31,"[""cn"", ""jp""]",[]
music:1ede0fd1186e0db9,幽灵乐团,31,"[""cn"", ""jp""]","[""露娜萨·普莉兹姆利巴|梅露兰·普莉兹姆利巴|莉莉卡·普莉兹姆利巴""]"
music:db770bf415518972,幽灵客船的时空穿越之旅,10,"[""cn""]",[]
music:ad427f18e208f1fa,幽灵客船的穿越时空之旅,17,"[""cn"", ""jp""]",[]
music:8d682bb539765c1f,"幽雅地绽放吧,墨染的樱花",31,"[""cn"", ""jp""]","[""西行寺幽幽子""]"
music:0160d05ff0fb65e0,广有射怪鸟事,31,"[""cn"", ""jp""]","[""魂魄妖梦""]"
music:9d3c67b7f46d334d,广重36号 ~ Neo Super-Express,29,"[""cn"", ""jp""]",[]
music:b83860cddc10e23c,废狱摇篮曲,28,"[""cn"", ""jp""]","[""火焰猫燐""]"
music:00535201d7c1db41,开演在即,1,"[""cn""]",[]
music:2b6e1dd4d1f7e96d,开演间近,12,"[""cn"", ""jp""]",[]
music:a22d79018f3f7cfb,异变的种子,5,"[""cn""]",[]
music:0602a4675138e062,异心同体,12,"[""cn"", ""jp""]",[]
music:8250e94413ffdf42,彼岸归航,30,"[""cn"", ""jp""]","[""小野塚小町""]"
music:3ad1508ac4d4842f,往来于运河的人与妖,23,"[""cn"", ""jp""]",[]
music:7c377a7ea48b1cf0,徜徉于樱色之海,11,"[""cn"", ""jp""]",[]
music:15f3f74565ba90f0,御伽之国的鬼岛,30,"[""cn"", ""jp""]","[""伊吹萃香""]"
music:03847f5e2f77d387,御柱的墓场 ~ Grave of Being,29,"[""cn"", ""jp""]",[]
music:98b5cdde507ce5b7,心绮楼囃子,23,"[""cn"", ""jp""]",[]
music:a131586ad210e4c4,心绮楼演舞,5,"[""cn""]",[]
music:47f3243ca5e8614f,心绮楼祭囃子,10,"[""cn""]",[]
music:52743009ea0c17c0,"忘不了,那曾依藉的绿意",19,"[""cn"", ""jp""]","[""清兰""]"
music:2a6774759b56fc8b,怪绮谈 ~ Mystic Square,31,"[""cn"", ""jp""]",[]
music:9680e69c8e57b5d7,恋色Master spark,32,"[""cn"", ""jp""]","[""雾雨魔理沙""]"
music:2f7369562c883128,恒常不变的参庙祀,14,"[""cn"", ""jp""]",[]
music:e0b0260e9c8f5664,悠久山上鬼,5,"[""cn"", ""jp""]","[""伊吹萃香""]"
music:57879f5e514fcbe0,悠久的蒸汽机关,27,"[""cn"", ""jp""]",[]
music:663d33ffaaa7a00a,意气洋洋,10,"[""cn"", ""jp""]",[]
music:8236f293c7df4621,愛おしき塵の住処,2,"[""jp""]",[]
music:adc163e9eedf207b,愛おしき日常,1,"[""jp""]",[]
music:5c8f60c12464dc99,感情的摩天楼,27,"[""cn"", ""jp""]","[""圣白莲""]"
music:507e367d76fcf5d0,成对的神兽,10,"[""cn"", ""jp""]","[""高丽野阿吽""]"
music:850898459b0f9fbd,我们的非想天则,27,"[""cn"", ""jp""]",[]
music:ee485065c85a0f64,战车娘所做的梦,28,"[""cn"", ""jp""]",[]
music:bf030bcd321233a9,战车娘的梦想,3,"[""cn""]",[]
music:ac36ee4ce85a000a,战迅,30,"[""cn"", ""jp""]",[]
music:69e207cdb49ca306,"拿起弹幕吧,弹幕狂们",6,"[""cn"", ""jp""]",[]
music:9f4b51ac081ae4fa,揭开宴会的秘密,3,"[""cn""]",[]
music:7845a486c657f630,收藏家的忧郁午后,6,"[""cn"", ""jp""]",[]
music:95c79ecf1374f294,收集日本各地的不可思议,23,"[""cn"", ""jp""]",[]
music:4eeb3614c650a40b,放纵不羁,28,"[""cn"", ""jp""]",[]
music:664d2cbf59bf64fc,故乡之星倒映之海,19,"[""cn"", ""jp""]","[""纯狐""]"
music:b750ac2213c8656a,散发着香气的树叶花,28,"[""cn"", ""jp""]",[]
music:ad556483b56d9d7c,散漫之雨,2,"[""cn""]",[]
music:b0ec5fd2d01790dd,文化計画都市 霊長新益京,1,"[""jp""]",[]
music:57e9909ccc384390,斯普特尼克幻夜,31,"[""cn"", ""jp""]",[]
music:6fdc6eec8588547a,新幻想 ~ Fantasy,1,"[""jp""]",[]
music:de62118ea465356a,新幻想 ~ New Fantasy,27,"[""cn"", ""jp""]",[]
music:b123226a4d22f8db,新月般的妖精,2,"[""cn""]",[]
music:728f9f15be5f3581,新竹林大火,6,"[""cn""]",[]
music:499f7ec0a396ae7e,旅人1969,2,"[""cn""]",[]
music:4a7f22dc97e3a515,旅人1970,2,"[""cn""]",[]
music:b626aee75bd22006,无人气的场所,22,"[""cn"", ""jp""]",[]
music:c30bcd115d031e36,无何有之乡,10,"[""cn""]",[]
music:7454968468281a38,无何有之乡 ~ Deep Mountain,21,"[""cn"", ""jp""]",[]
music:3dad7699c5b9e5c9,无色之风吹拂妖怪之山,9,"[""jp""]",[]
music:3051918fd71b3340,无间之钟 ~ Infinite Nightmare,26,"[""cn"", ""jp""]",[]
music:71c3c1d38ff5188d,日出七夕坂,3,"[""jp""]",[]
music:f6d8ff2702140fc8,日常坐卧,28,"[""cn"", ""jp""]",[]
music:881a6c5d4cfdd9ae,日日是红日 ~ Folksy Touhou days.,6,"[""cn"", ""jp""]",[]
music:4e70dd6c4324a286,日渐荒废的工业遗址,8,"[""cn"", ""jp""]",[]
music:2fa060a24253b3d1,旧世界的冒险酒吧,3,"[""cn""]",[]
music:f9c451ba3ca3bd03,旧世界的冒险酒馆,14,"[""cn"", ""jp""]",[]
music:cd750305d2f49c8b,早已习惯最终孑然一身,1,"[""jp""]","[""磐永阿梨夜""]"
music:7750660553c2f916,时之风,31,"[""cn"", ""jp""]",[]
music:6b50d16ab3028a19,时代风潮的造访,19,"[""cn"", ""jp""]",[]
music:73f38cf6fcf3a64a,时刻旺盛的好奇心,26,"[""cn"", ""jp""]","[""桑尼米尔克|露娜切露德|斯塔萨菲雅""]"
music:8ac4fc8041cb9da7,"明日之盛,昨日之俗",29,"[""cn"", ""jp""]","[""洩矢诹访子""]"
music:7a18b4cf136cadab,明治十七年的上海爱丽丝,31,"[""cn"", ""jp""]","[""红美铃""]"
music:8dd3bb2f5f4fcdf4,昏暗的风穴,28,"[""cn"", ""jp""]","[""琪斯美""]"
music:bf9c92ac07a33e6a,星之器,31,"[""cn"", ""jp""]","[""雾雨魔理沙""]"
music:19b7f04bcddf7b0f,星幽剑士,11,"[""cn""]",[]
music:12d0065a4df582de,星幽剑士(星幽天使),11,"[""jp""]",[]
music:a7526a1bbbac9657,星幽剑士),1,"[""jp""]",[]
music:88a13c4ae2db0e6a,星幽天使,7,"[""jp""]",[]
music:0fb7f4064c2e4825,星条旗的小丑,19,"[""cn"", ""jp""]","[""克劳恩皮丝""]"
music:8996d3b2c25a777a,星空旅人2008,2,"[""cn""]",[]
music:24170128e8b20cf2,映花之塚,30,"[""cn"", ""jp""]",[]
music:0da0143a3754f4e1,春之冰精,26,"[""cn"", ""jp""]","[""琪露诺""]"
music:7b10a7710d0951f2,春之冰精 - 静 -,16,"[""cn"", ""jp""]",[]
music:427ebf0ed47d6143,春之冰精 -静-,10,"[""cn""]",[]
music:eb663fdf6f7ece76,春之岸边,10,"[""cn""]",[]
music:a36379f54d9a5999,春之港湾,17,"[""cn"", ""jp""]","[""娜兹玲""]"
music:dd8749488c657790,春色小径,30,"[""cn"", ""jp""]","[""博丽灵梦""]"
music:e338602795ab0a63,春风之梦,31,"[""cn"", ""jp""]",[]
music:464a43548ec0ef58,显现的传承形态,19,"[""cn"", ""jp""]",[]
music:542aa76a38c152fc,晓云,23,"[""cn"", ""jp""]",[]
music:5963f95f1eac5843,智略纵横,14,"[""cn"", ""jp""]",[]
music:d00316448e7ab278,暮色苍然,28,"[""cn"", ""jp""]",[]
music:a4d3e80e6d4eb3a2,曲名不详,8,"[""cn""]",[]
music:9b8598cb07b8d1f8,曲名不详(刚欲异闻标题曲),1,"[""cn""]",[]
music:383cd61eb921eb0f,最为澄澈的空与海,2,"[""cn""]",[]
music:1318203018025b83,最澄澈的空与海,27,"[""cn"", ""jp""]",[]
music:9f8ed94ea86a6275,月之妖鸟、化猫之幻,28,"[""cn"", ""jp""]",[]
music:384feb66a257325e,月时计,31,"[""cn"", ""jp""]","[""十六夜咲夜""]"
music:63046311a4fead6b,月的另一侧,3,"[""cn""]",[]
music:10e41241d60bd3b7,月的妖鸟、化猫的幻,3,"[""cn""]",[]
music:fd58a4c6c23bbcd9,月见草,31,"[""cn"", ""jp""]",[]
music:06ce1d3584a811b0,月轮,27,"[""cn"", ""jp""]",[]
music:86bd80fc4e1cc52c,有人气的场所,23,"[""cn"", ""jp""]",[]
music:5c2bf3564864b7aa,有珠子的日常,20,"[""cn"", ""jp""]",[]
music:0b49252986eeb3db,有顶天变,28,"[""cn"", ""jp""]","[""比那名居天子""]"
music:b0e474106fc14faf,未知之花 魅知之旅,25,"[""cn"", ""jp""]",[]
music:b751c18da4d876ac,未知物X,10,"[""jp""]",[]
music:0cab31f3927eb8a2,未知物X ~ Occultly Madness,1,"[""cn""]",[]
music:9e319e2cf5594fde,未知物X ~ Unfound Adventure,12,"[""cn"", ""jp""]",[]
music:d5ee7d37459f8b8a,未知物X ~ Unfound Adventure(未知物X ~ Occultly Madness),5,"[""cn""]",[]
music:54117afb3fbae7c3,本日的头版头条,22,"[""cn"", ""jp""]",[]
music:fe7d41b319960c34,机械马戏团 ~ Reverie,1,"[""cn""]",[]
music:fc8b34cb28c80a90,机械马戏团 ~ Reverie(Circus Reverie),8,"[""cn""]",[]
music:95922a8cdd2b763b,机械马戏团 ~ Reverie(马戏团幻想),2,"[""cn""]",[]
music:cf740a0f60caa852,村纱船长,2,"[""cn""]",[]
music:a0ff7b98530a7b96,"来吧,直到倒地死去的那一刻",31,"[""cn"", ""jp""]",[]
music:8ecb967f9c774fdc,東方怪奇谈,1,"[""cn""]",[]
music:56a7e448e5cdd69d,架起虹桥的幻想乡,8,"[""cn"", ""jp""]",[]
music:7eb5852a62dc3983,柳树下的杜拉罕,23,"[""cn"", ""jp""]","[""赤蛮奇""]"
music:bb1cc989f0552455,桑尼米尔克的红雾异变,29,"[""cn"", ""jp""]","[""桑尼米尔克|芙兰朵露·斯卡蕾特""]"
music:657e4b318ce76bbc,桑尼金红石折射,2,"[""cn""]",[]
music:0a38333b2aaaaccc,梦世界民俗,5,"[""cn""]",[]
music:b6f5852071a4ce12,梦境与现实的境界,30,"[""cn"", ""jp""]",[]
music:fbf228c91a29298c,梦幻回廊,31,"[""cn"", ""jp""]",[]
music:c8e0dfd49acb8eab,梦幻游戏 ~ Dream War,29,"[""cn"", ""jp""]",[]
music:b226f2778e735915,梦幻游戏 ~Dream War,2,"[""jp""]",[]
music:0d35c6a4c8ef9bf7,梦幻能 ~ Taboo Marionette,3,"[""jp""]",[]
music:10c2bfdc6e661928,梦想时空,31,"[""cn"", ""jp""]",[]
music:6808aea7c7b1ac70,梦想超越时空,31,"[""cn"", ""jp""]",[]
music:146a530d8855052c,梦机械 ~ Innocent Power,30,"[""cn"", ""jp""]",[]
music:2893643f9e13bed5,梦殿大祀庙,25,"[""cn"", ""jp""]","[""苏我屠自古""]"
music:3d374766d2d47f42,梦消失 ~ Lost Dream,29,"[""cn"", ""jp""]",[]
music:8b15684b9694a519,梦消失 ~Lost Dream,2,"[""jp""]",[]
music:872a43ed246f06b8,森にはお化けがいるよ,2,"[""jp""]",[]
music:be6c3a0c8417bdc1,森闲,30,"[""cn"", ""jp""]",[]
music:571590b24176bdad,樱花之恋塚,19,"[""jp""]",[]
music:07cc9bd1fe375400,樱花之恋塚 ~ Flower of Japan,12,"[""cn"", ""jp""]",[]
music:a8001a6c6b7ab061,樱花樱花 ~ Japanize Dream...,31,"[""cn"", ""jp""]",[]
music:e49cc3a4026a6eaf,樱花舞落的天空,15,"[""cn"", ""jp""]",[]
music:61fc67b82616556e,欢迎来到妖怪寺,25,"[""cn"", ""jp""]",[]
music:b7177b451ad09de1,欢迎来到月面旅行团,29,"[""cn"", ""jp""]",[]
music:f97d7b936406cc7f,欲望深重的灵魂,25,"[""cn"", ""jp""]",[]
music:ccfee721f67f0e1f,此岸之塚,30,"[""cn"", ""jp""]",[]
music:1083633c27e73ae3,死灵的夜樱,25,"[""cn"", ""jp""]","[""西行寺幽幽子""]"
music:7813ffa30285ff62,比普朗克更短的须臾,17,"[""cn"", ""jp""]",[]
music:1742bcd0c13dbb30,比红色更虚无的永远,31,"[""cn"", ""jp""]",[]
music:5ea73e0aaf95b569,比赤色更红的梦,31,"[""cn"", ""jp""]",[]
music:fc6b79f4a50e9240,毕竟不单夜晚有鬼怪,3,"[""jp""]",[]
music:87437d41f585cb10,永夜抄 ~ Eastern Night.,31,"[""cn"", ""jp""]",[]
music:5db34e2cbea6a775,永夜的报应 ~ Imperishable Night,24,"[""cn"", ""jp""]",[]
music:f8cec777a96df320,永夜的报应 ~ Imperishable Night(Pipes and Fiddle),7,"[""cn""]",[]
music:ede9f2203427fe5d,永远之巫女,31,"[""cn"", ""jp""]",[]
music:ea52fa8ed521edfe,永远延续的回廊,14,"[""cn"", ""jp""]",[]
music:71ace1b5b9707fbf,永远的三日天下,21,"[""cn"", ""jp""]","[""鬼人正邪""]"
music:4115620e75d4aa3f,永远的乐园,30,"[""cn"", ""jp""]",[]
music:16a68da2fe21fd3e,永远的春梦,19,"[""cn"", ""jp""]","[""哆来咪·苏伊特""]"
music:75a61b5eeb2fff39,永远的满月,31,"[""cn"", ""jp""]",[]
music:730e8ad6777d1326,沉向空中的辉针城,23,"[""cn"", ""jp""]",[]
music:b974f62710d99fb1,沉睡的恐怖 ~ Sleeping Terror,22,"[""cn"", ""jp""]",[]
music:1df461577e2e9978,沉默的兽灵,11,"[""cn"", ""jp""]",[]
music:5679af865f0e8219,没用上的场所,17,"[""cn"", ""jp""]",[]
music:67ddfb844ffe7c5b,法力之下的平等,14,"[""cn"", ""jp""]",[]
music:e8ab6eab44607e15,法界之火,27,"[""cn"", ""jp""]",[]
music:86954bf3b2ae3458,泳于樱色之海,4,"[""cn""]",[]
music:b8c2bf3627efc178,泽之河童的技术力,14,"[""cn"", ""jp""]",[]
music:718c4ef91d4e5b97,活泼的纯情小姑娘,31,"[""cn"", ""jp""]","[""琪露诺""]"
music:ce8cd6bbcf38c730,浪漫逃飞行,21,"[""cn"", ""jp""]","[""鬼人正邪""]"
music:00ec03daf87fd8b0,淡黄色的湿婆,2,"[""cn""]",[]
music:56438104700d6de8,深山的遭遇,15,"[""cn"", ""jp""]","[""坂田合欢""]"
music:ae4b3871d94801e4,深绿掩映的断崖,8,"[""cn"", ""jp""]",[]
music:53d7f573f418b963,渴盼已久的逢魔之刻,8,"[""cn"", ""jp""]","[""菅牧典""]"
music:ee8aef415d2999d9,湖上倒映着洁净的月光,19,"[""cn"", ""jp""]",[]
music:e9231a2a8a90cd6b,满月的竹林,23,"[""cn"", ""jp""]","[""今泉影狼""]"
music:9e90c88a47f05fd2,漂浮于宇宙之中的幻想乡,24,"[""cn"", ""jp""]",[]
music:f646da2bd1bbeaf5,演者選択,2,"[""jp""]",[]
music:8ee3d77815ea6a51,漫游旧地狱街道,28,"[""cn"", ""jp""]","[""星熊勇仪""]"
music:2d555b0fac74e53a,灭杀龙王的公主,8,"[""cn"", ""jp""]","[""姬虫百百世""]"
music:9091a6194a2ebeb5,灰姑娘的笼子,31,"[""cn"", ""jp""]","[""因幡天为(因幡帝)""]"
music:f7a9f62892561672,灵人的休息日,27,"[""cn"", ""jp""]",[]
music:861dfadd91652fbc,灵天 ~ Spiritual Heaven,30,"[""cn"", ""jp""]",[]
music:2b58871fc78f0c62,灵异任你选,13,"[""cn"", ""jp""]",[]
music:dc8a86e566fcee2c,灵异任你选(Occult Attract),7,"[""cn""]",[]
music:35ff7c21727eb0ca,灵战 ~ Perdition crisis,31,"[""cn"", ""jp""]",[]
music:7e973313b7326243,灵知的太阳信仰,28,"[""cn"", ""jp""]","[""灵乌路空""]"
music:3dff8bc9925c9880,灵魂安息之所,27,"[""cn"", ""jp""]",[]
music:8b94b74c73ff6ba3,灾难的双子座,2,"[""cn""]",[]
music:ebfa3e62fea6518d,点击查看详情,1,"[""cn""]",[]
music:f5f74289e2062656,熙攘市场今何在,8,"[""cn"", ""jp""]","[""天弓千亦""]"
music:b6a4cd9ef11ee3a6,燃起犯规的狼烟,21,"[""cn"", ""jp""]","[""鬼人正邪""]"
music:db287dbd754ad5d3,燕石博物志所带来的黑暗,17,"[""cn"", ""jp""]",[]
music:2f0a397c02ee6b10,特佩斯的年幼末裔,31,"[""cn"", ""jp""]",[]
music:f0881a6a523602f4,特洛伊群的密林,24,"[""cn"", ""jp""]",[]
music:fff6d1080c13e239,狂气之瞳,32,"[""cn"", ""jp""]","[""铃仙·优昙华院·因幡""]"
music:3760ffcf496afd67,独一无二的投影,7,"[""cn"", ""jp""]",[]
music:12b1225e3b88e7d6,独自一人的常陆行路,3,"[""jp""]",[]
music:680c5d43f9310d6e,猎鹿旧忆回潮,1,"[""jp""]","[""维缦·浅间""]"
music:0f959c4d147a39ed,献给已逝公主的七重奏,31,"[""cn"", ""jp""]","[""蕾米莉亚·斯卡蕾特""]"
music:f675a276b29a2567,玩偶裁判 ~ 玩弄人形的少女,3,"[""cn""]",[]
music:d4824815bef992c0,现代妖怪殖民地,26,"[""cn"", ""jp""]",[]
music:f9c3bb346c734bee,珍奇的上海古牌,24,"[""cn"", ""jp""]",[]
music:95bb4d00becad757,生と死のある世界へ,1,"[""jp""]",[]
music:181f38f1c392ef59,生死之境,2,"[""cn""]",[]
music:f676e25f02d4f7c1,甲论乙驳,28,"[""cn"", ""jp""]",[]
music:d0e34e3e44b7f45b,畜生们的休息,10,"[""cn"", ""jp""]",[]
music:23b32014430bb6ce,畜生们的小憩,1,"[""cn""]",[]
music:eb7cff0ede7e8721,疑惑的萌芽,4,"[""cn""]",[]
music:e6b877a0041787ea,白色旅人,15,"[""cn"", ""jp""]",[]
music:2d952f385d8a5700,盛夏的妖精梦,15,"[""cn"", ""jp""]","[""爱塔妮缇拉尔瓦""]"
music:7a5ee051fb780e6a,盧舎那仏遺構,1,"[""jp""]",[]
music:882e7a853824d55d,相信可能性,20,"[""cn"", ""jp""]",[]
music:cfd1fabc794e9820,眷爱众生之神,29,"[""cn"", ""jp""]","[""秋静叶""]"
music:b6648d9334b02a45,知晓真相之人,20,"[""cn"", ""jp""]",[]
music:0133bbbc184e39b8,石之婴儿与水中牛,11,"[""cn"", ""jp""]","[""牛崎润美""]"
music:e64d35786c2a4cdf,破邪的小太刀,31,"[""cn"", ""jp""]",[]
music:11cad02de54770ca,碎月,30,"[""cn"", ""jp""]","[""伊吹萃香""]"
music:a9736ed315b84bc3,神代矿石,8,"[""cn"", ""jp""]","[""玉造魅须丸""]"
music:83f4fa0d96faefd2,神圣庄严的古战场,29,"[""cn"", ""jp""]","[""八坂神奈子""]"
music:0e29246b8c9f5b5b,神域的捉迷藏生活,26,"[""cn"", ""jp""]",[]
music:9f71f4035cfaf000,神明降下恩惠之雨 ~ Sylphid Dream,26,"[""cn"", ""jp""]",[]
music:1c293e569706ed1d,神灵降下的恩惠之雨 ~ Sylphid Dream,3,"[""cn""]",[]
music:5906373941ba7a4d,神社,27,"[""cn"", ""jp""]",[]
music:38d22fb33831776d,神社的新风,24,"[""cn"", ""jp""]",[]
music:0c95d8b8c232e079,神秘的人偶,20,"[""jp""]",[]
music:06e62cb03348b558,神秘的人偶 ~ God Knows,11,"[""cn""]",[]
music:edb31b04d3fafdf1,"神篱,如紫色火焰般燃烧",28,"[""cn"", ""jp""]",[]
music:a2dc8ae55ea2145a,"神篱,如紫色般火焰燃烧",3,"[""cn""]",[]
