source,table_index,table_heading,table_id,row_index,cell_index,cell_type,text,number,percent,numeric_tokens
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,0,调查问卷,,0,0,td,本页面为人气投票调查问卷结果，点击返回首页。 总有效票数6366（有效票数指的是至少投过角色、音乐、作品其中任何一个，否则该票则直接视为废票，问卷也不进行统计）,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,1,投票群相关,stable,0,0,th,性别,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,1,投票群相关,stable,1,0,td,男性：,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,1,投票群相关,stable,1,1,td,4696票，占73.77%,,73.77,[4696]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,1,投票群相关,stable,2,0,td,女性：,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,1,投票群相关,stable,2,1,td,1670票，占26.23%,,26.23,[1670]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,1,投票群相关,stable,3,0,td,+ 图表,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,2,投票群相关,stable,0,0,th,年龄阶段,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,2,投票群相关,stable,1,0,td,未满10岁：,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,2,投票群相关,stable,1,1,td,15票，占0.24%,,0.24,[15]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,2,投票群相关,stable,2,0,td,10-14岁：,,,"[10, 14]"
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,2,投票群相关,stable,2,1,td,686票，占10.78%,,10.78,[686]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,2,投票群相关,stable,3,0,td,15-19岁：,,,"[15, 19]"
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,2,投票群相关,stable,3,1,td,3103票，占48.74%,,48.74,[3103]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,2,投票群相关,stable,4,0,td,20-24岁：,,,"[20, 24]"
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,2,投票群相关,stable,4,1,td,2213票，占34.76%,,34.76,[2213]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,2,投票群相关,stable,5,0,td,25-29岁：,,,"[25, 29]"
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,2,投票群相关,stable,5,1,td,327票，占5.14%,,5.14,[327]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,2,投票群相关,stable,6,0,td,30-40岁：,,,"[30, 40]"
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,2,投票群相关,stable,6,1,td,18票，占0.28%,,0.28,[18]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,2,投票群相关,stable,7,0,td,40岁以上：,,,[40]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,2,投票群相关,stable,7,1,td,4票，占0.06%,,0.06,[4]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,2,投票群相关,stable,8,0,td,+ 图表,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,3,投票群相关,stable,0,0,th,教育程度,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,3,投票群相关,stable,1,0,td,小学：,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,3,投票群相关,stable,1,1,td,118票，占1.85%,,1.85,[118]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,3,投票群相关,stable,2,0,td,初中：,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,3,投票群相关,stable,2,1,td,1042票，占16.37%,,16.37,[1042]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,3,投票群相关,stable,3,0,td,高中：,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,3,投票群相关,stable,3,1,td,2210票，占34.72%,,34.72,[2210]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,3,投票群相关,stable,4,0,td,大学及以上：,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,3,投票群相关,stable,4,1,td,2882票，占45.27%,,45.27,[2882]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,3,投票群相关,stable,5,0,td,其他：,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,3,投票群相关,stable,5,1,td,114票，占1.79%,,1.79,[114]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,3,投票群相关,stable,6,0,td,+ 图表,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,4,投票群相关,stable,0,0,th,正式接触东方Project的时间,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,4,投票群相关,stable,1,0,td,不到一个月：,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,4,投票群相关,stable,1,1,td,94票，占1.48%,,1.48,[94]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,4,投票群相关,stable,2,0,td,半年以内：,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,4,投票群相关,stable,2,1,td,497票，占7.81%,,7.81,[497]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,4,投票群相关,stable,3,0,td,半年到一年：,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/paper/index.html,4,投票群相关,stable,3,1,td,1264票，占19.86%,,19.86,[1264]
