source_category,source_index,source_id,source_name,base_name,base_vote_count,base_first_count,status,source
chara,1,1,博丽灵梦,博丽灵梦,2675,519,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,2,2,雾雨魔理沙,雾雨魔理沙,2294,407,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,3,3,露米娅,露米娅,356,50,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,4,4,大妖精,大妖精,233,15,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,5,5,琪露诺,琪露诺,951,175,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,6,6,红美铃,红美铃,619,63,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,7,7,小恶魔,小恶魔,169,14,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,8,8,帕秋莉·诺蕾姬,帕秋莉·诺蕾姬,873,155,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,9,9,十六夜咲夜,十六夜咲夜,1621,300,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,10,10,蕾米莉亚·斯卡蕾特,蕾米莉亚·斯卡蕾特,1568,267,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,11,11,芙兰朵露·斯卡蕾特,芙兰朵露·斯卡蕾特,1289,269,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,12,12,冴月麟,冴月麟,142,14,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,13,13,蕾蒂·霍瓦特洛克,蕾蒂·霍瓦特洛克,61,7,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,14,14,橙,橙,142,8,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,15,15,爱丽丝·玛格特洛依德,爱丽丝·玛格特洛依德,1353,267,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,16,16,莉莉白,莉莉白,212,23,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,17,17,露娜萨·普莉兹姆利巴,露娜萨·普莉兹姆利巴,47,1,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,18,18,梅露兰·普莉兹姆利巴,梅露兰·普莉兹姆利巴,21,2,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,19,19,莉莉卡·普莉兹姆利巴,莉莉卡·普莉兹姆利巴,24,0,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,20,20,魂魄妖梦,魂魄妖梦,1326,224,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,21,21,西行寺幽幽子,西行寺幽幽子,1341,301,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,22,22,八云蓝,八云蓝,220,21,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,23,23,八云紫,八云紫,1375,230,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,24,24,魂魄妖忌,魂魄妖忌,37,0,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,25,25,蕾拉·普莉兹姆利巴,蕾拉·普莉兹姆利巴,21,2,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,26,26,伊吹萃香,伊吹萃香,767,96,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,27,27,莉格露·奈特巴格,莉格露·奈特巴格,61,14,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,28,28,米斯蒂娅·萝蕾拉,米斯蒂娅·萝蕾拉,156,21,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,29,29,上白泽慧音,上白泽慧音,376,46,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,30,30,因幡天为（因幡帝）,因幡天为（因幡帝）,180,19,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,31,31,铃仙·优昙华院·因幡,铃仙·优昙华院·因幡,967,150,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,32,32,八意永琳,八意永琳,257,33,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,33,33,蓬莱山辉夜,蓬莱山辉夜,802,126,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,34,34,藤原妹红,藤原妹红,1337,234,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,35,35,射命丸文,射命丸文,1335,257,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,36,36,梅蒂欣·梅兰可莉,梅蒂欣·梅兰可莉,77,12,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,37,37,风见幽香,风见幽香,671,128,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,38,38,小野塚小町,小野塚小町,139,11,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,39,39,四季映姬·夜摩仙那度,四季映姬·夜摩仙那度,609,90,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,40,40,秋静叶,秋静叶,97,8,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,41,41,秋穰子,秋穰子,84,6,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,42,42,键山雏,键山雏,520,96,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,43,43,河城荷取,河城荷取,255,37,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,44,44,犬走椛,犬走椛,267,37,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,45,45,东风谷早苗,东风谷早苗,1425,243,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,46,46,八坂神奈子,八坂神奈子,189,22,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,47,47,洩矢诹访子,洩矢诹访子,604,72,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,48,48,永江衣玖,永江衣玖,177,19,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,49,49,比那名居天子,比那名居天子,1053,211,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,50,50,琪斯美,琪斯美,11,1,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,51,51,黑谷山女,黑谷山女,33,4,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,52,52,水桥帕露西,水桥帕露西,358,47,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,53,53,星熊勇仪,星熊勇仪,107,12,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,54,54,古明地觉,古明地觉,1597,297,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,55,55,火焰猫燐,火焰猫燐,328,39,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,56,56,灵乌路空,灵乌路空,312,52,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,57,57,古明地恋,古明地恋,2309,565,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,58,58,娜兹玲,娜兹玲,87,13,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,59,59,多多良小伞,多多良小伞,595,65,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,60,60,云山,云山,10,0,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,61,61,云居一轮,云居一轮,38,4,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,62,62,村纱水蜜,村纱水蜜,120,10,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,63,63,寅丸星,寅丸星,51,3,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,64,64,圣白莲,圣白莲,410,44,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,65,65,封兽鵺,封兽鵺,234,26,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,66,66,命莲,命莲,5,0,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,67,67,大鲶鱼,大鲶鱼,15,0,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,68,68,非想天则,非想天则,17,1,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,69,69,姬海棠果,姬海棠果,125,15,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,70,70,幽谷响子,幽谷响子,90,2,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,71,71,宫古芳香,宫古芳香,57,6,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,72,72,霍青娥,霍青娥,220,16,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,73,73,苏我屠自古,苏我屠自古,95,13,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,74,74,物部布都,物部布都,217,28,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,75,75,丰聪耳神子,丰聪耳神子,512,100,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,76,76,二岩猯藏,二岩猯藏,162,16,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,77,77,秦心,秦心,1064,120,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,78,78,秦河胜,秦河胜,8,0,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,79,79,若鹭姬,若鹭姬,84,12,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,80,80,赤蛮奇,赤蛮奇,116,20,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,81,81,今泉影狼,今泉影狼,93,6,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,82,82,九十九弁弁,九十九弁弁,118,12,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,83,83,九十九八桥,九十九八桥,34,2,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,84,84,鬼人正邪,鬼人正邪,595,100,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,85,85,少名针妙丸,少名针妙丸,400,40,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,86,86,堀川雷鼓,堀川雷鼓,205,27,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,87,87,宇佐见堇子,宇佐见堇子,312,32,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,88,88,绿巨人,绿巨人,2,0,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
chara,89,89,阿菊,阿菊,1,0,available_crawled,data_raw/cn_official_legacy/round_08/raw/advanced/entity/catalog/chara.json
